"# energy-resolved -pCOHP (bonding>0), Gaussian sigma=0.1 eV; ICOHP(eV/bond): P–S -5.976, P–O -8.430, Li–S -1.647, Nd–S -0.436"
0.5102,-0.08939,-0.00117,-0.00790,-0.00001
0.5202,-0.11962,-0.00155,-0.01057,-0.00001
0.5302,-0.15852,-0.00204,-0.01400,-0.00002
0.5402,-0.20809,-0.00266,-0.01838,-0.00002
0.5502,-0.27060,-0.00344,-0.02389,-0.00003
0.5602,-0.34861,-0.00440,-0.03076,-0.00004
0.5703,-0.44492,-0.00558,-0.03924,-0.00005
0.5803,-0.56256,-0.00700,-0.04960,-0.00007
0.5903,-0.70472,-0.00870,-0.06210,-0.00008
0.6003,-0.87463,-0.01071,-0.07704,-0.00010
0.6103,-1.07552,-0.01305,-0.09468,-0.00013
0.6203,-1.31043,-0.01575,-0.11530,-0.00016
0.6303,-1.58209,-0.01883,-0.13913,-0.00019
0.6403,-1.89268,-0.02229,-0.16635,-0.00023
0.6503,-2.24362,-0.02613,-0.19707,-0.00028
0.6603,-2.63548,-0.03034,-0.23134,-0.00033
0.6703,-3.06781,-0.03488,-0.26912,-0.00039
0.6803,-3.53896,-0.03972,-0.31024,-0.00046
0.6903,-4.04596,-0.04480,-0.35443,-0.00053
0.7003,-4.58442,-0.05003,-0.40130,-0.00061
0.7103,-5.14853,-0.05535,-0.45033,-0.00070
0.7203,-5.73112,-0.06063,-0.50087,-0.00079
0.7303,-6.32378,-0.06579,-0.55218,-0.00089
0.7403,-6.91708,-0.07070,-0.60343,-0.00099
0.7503,-7.50076,-0.07524,-0.65370,-0.00110
0.7603,-8.06406,-0.07932,-0.70204,-0.00121
0.7703,-8.59602,-0.08281,-0.74750,-0.00131
0.7803,-9.08594,-0.08564,-0.78913,-0.00141
0.7903,-9.52380,-0.08772,-0.82606,-0.00150
0.8004,-9.90071,-0.08899,-0.85751,-0.00158
0.8104,-10.20924,-0.08942,-0.88282,-0.00164
0.8204,-10.44369,-0.08901,-0.90149,-0.00168
0.8304,-10.60038,-0.08776,-0.91321,-0.00170
0.8404,-10.67779,-0.08571,-0.91782,-0.00168
0.8504,-10.67672,-0.08292,-0.91539,-0.00163
0.8604,-10.60019,-0.07948,-0.90617,-0.00154
0.8704,-10.45336,-0.07546,-0.89058,-0.00141
0.8804,-10.24318,-0.07099,-0.86920,-0.00123
0.8904,-9.97825,-0.06617,-0.84278,-0.00100
0.9004,-9.66853,-0.06111,-0.81216,-0.00071
0.9104,-9.32507,-0.05593,-0.77826,-0.00037
0.9204,-8.95948,-0.05073,-0.74207,0.00004
0.9304,-8.58355,-0.04561,-0.70456,0.00051
0.9404,-8.20887,-0.04066,-0.66672,0.00104
0.9504,-7.84652,-0.03595,-0.62948,0.00164
0.9604,-7.50682,-0.03154,-0.59369,0.00231
0.9704,-7.19921,-0.02747,-0.56016,0.00305
0.9804,-6.93208,-0.02377,-0.52958,0.00387
0.9904,-6.71248,-0.02046,-0.50255,0.00476
1.0004,-6.54588,-0.01755,-0.47953,0.00573
1.0104,-6.43624,-0.01503,-0.46090,0.00679
1.0204,-6.38642,-0.01289,-0.44693,0.00794
1.0305,-6.39836,-0.01111,-0.43779,0.00917
1.0405,-6.47300,-0.00966,-0.43359,0.01049
1.0505,-6.61029,-0.00855,-0.43432,0.01189
1.0605,-6.80924,-0.00773,-0.43993,0.01338
1.0705,-7.06815,-0.00720,-0.45029,0.01495
1.0805,-7.38471,-0.00695,-0.46520,0.01658
1.0905,-7.75615,-0.00697,-0.48442,0.01826
1.1005,-8.17944,-0.00726,-0.50767,0.01998
1.1105,-8.65145,-0.00783,-0.53458,0.02172
1.1205,-9.16893,-0.00871,-0.56474,0.02344
1.1305,-9.72864,-0.00992,-0.59773,0.02514
1.1405,-10.32758,-0.01152,-0.63310,0.02677
1.1505,-10.96322,-0.01356,-0.67039,0.02831
1.1605,-11.63353,-0.01612,-0.70912,0.02974
1.1705,-12.33705,-0.01927,-0.74881,0.03102
1.1805,-13.07299,-0.02312,-0.78901,0.03215
1.1905,-13.84129,-0.02775,-0.82930,0.03310
1.2005,-14.64267,-0.03329,-0.86934,0.03385
1.2105,-15.47870,-0.03984,-0.90881,0.03441
1.2205,-16.35163,-0.04752,-0.94752,0.03476
1.2305,-17.26404,-0.05643,-0.98528,0.03491
1.2405,-18.21851,-0.06668,-1.02203,0.03487
1.2505,-19.21742,-0.07833,-1.05774,0.03463
1.2606,-20.26265,-0.09144,-1.09244,0.03422
1.2706,-21.35511,-0.10603,-1.12625,0.03364
1.2806,-22.49406,-0.12208,-1.15929,0.03289
1.2906,-23.67677,-0.13953,-1.19171,0.03199
1.3006,-24.89821,-0.15829,-1.22362,0.03093
1.3106,-26.15084,-0.17819,-1.25513,0.02970
1.3206,-27.42423,-0.19903,-1.28634,0.02830
1.3306,-28.70508,-0.22055,-1.31731,0.02671
1.3406,-29.97726,-0.24246,-1.34805,0.02492
1.3506,-31.22203,-0.26440,-1.37853,0.02289
1.3606,-32.41841,-0.28601,-1.40868,0.02059
1.3706,-33.54408,-0.30688,-1.43844,0.01801
1.3806,-34.57628,-0.32662,-1.46773,0.01511
1.3906,-35.49253,-0.34482,-1.49648,0.01186
1.4006,-36.27145,-0.36112,-1.52462,0.00823
1.4106,-36.89372,-0.37517,-1.55212,0.00421
1.4206,-37.34308,-0.38668,-1.57904,-0.00022
1.4306,-37.60710,-0.39542,-1.60546,-0.00507
1.4406,-37.67805,-0.40124,-1.63150,-0.01035
1.4506,-37.55340,-0.40407,-1.65736,-0.01604
1.4606,-37.23610,-0.40392,-1.68328,-0.02213
1.4706,-36.73455,-0.40092,-1.70953,-0.02861
1.4806,-36.06249,-0.39525,-1.73638,-0.03543
1.4907,-35.23869,-0.38721,-1.76414,-0.04256
1.5007,-34.28631,-0.37714,-1.79309,-0.04995
1.5107,-33.23208,-0.36543,-1.82351,-0.05752
1.5207,-32.10545,-0.35255,-1.85561,-0.06522
1.5307,-30.93777,-0.33898,-1.88960,-0.07296
1.5407,-29.76122,-0.32524,-1.92566,-0.08063
1.5507,-28.60768,-0.31185,-1.96394,-0.08816
1.5607,-27.50757,-0.29931,-2.00454,-0.09543
1.5707,-26.48886,-0.28808,-2.04749,-0.10233
1.5807,-25.57641,-0.27858,-2.09279,-0.10876
1.5907,-24.79127,-0.27117,-2.14042,-0.11460
1.6007,-24.15007,-0.26615,-2.19030,-0.11975
1.6107,-23.66458,-0.26377,-2.24233,-0.12413
1.6207,-23.34168,-0.26420,-2.29636,-0.12764
1.6307,-23.18325,-0.26758,-2.35223,-0.13023
1.6407,-23.18632,-0.27396,-2.40972,-0.13186
1.6507,-23.34346,-0.28334,-2.46858,-0.13250
1.6607,-23.64326,-0.29570,-2.52856,-0.13218
1.6707,-24.07095,-0.31098,-2.58944,-0.13092
1.6807,-24.60912,-0.32909,-2.65099,-0.12879
1.6907,-25.23850,-0.34994,-2.71298,-0.12586
1.7007,-25.93874,-0.37343,-2.77528,-0.12225
1.7107,-26.68909,-0.39948,-2.83779,-0.11806
1.7208,-27.46930,-0.42800,-2.90056,-0.11344
1.7308,-28.26058,-0.45895,-2.96371,-0.10853
1.7408,-29.04610,-0.49226,-3.02755,-0.10346
1.7508,-29.81145,-0.52790,-3.09250,-0.09837
1.7608,-30.54516,-0.56581,-3.15911,-0.09340
1.7708,-31.23907,-0.60596,-3.22805,-0.08865
1.7808,-31.88828,-0.64827,-3.30008,-0.08425
1.7908,-32.49108,-0.69267,-3.37603,-0.08027
1.8008,-33.04900,-0.73901,-3.45678,-0.07679
1.8108,-33.56640,-0.78715,-3.54316,-0.07385
1.8208,-34.04950,-0.83685,-3.63593,-0.07149
1.8308,-34.50561,-0.88783,-3.73565,-0.06974
1.8408,-34.94277,-0.93975,-3.84265,-0.06858
1.8508,-35.36964,-0.99221,-3.95697,-0.06803
1.8608,-35.79494,-1.04477,-4.07841,-0.06807
1.8708,-36.22697,-1.09699,-4.20641,-0.06867
1.8808,-36.67300,-1.14838,-4.34003,-0.06982
1.8908,-37.13901,-1.19846,-4.47801,-0.07147
1.9008,-37.62958,-1.24680,-4.61874,-0.07360
1.9108,-38.14796,-1.29297,-4.76039,-0.07615
1.9208,-38.69633,-1.33664,-4.90094,-0.07910
1.9308,-39.27601,-1.37754,-5.03824,-0.08238
1.9408,-39.88739,-1.41549,-5.17011,-0.08594
1.9508,-40.52996,-1.45039,-5.29438,-0.08973
1.9608,-41.20262,-1.48225,-5.40905,-0.09368
1.9709,-41.90410,-1.51116,-5.51239,-0.09771
1.9809,-42.63276,-1.53726,-5.60296,-0.10175
1.9909,-43.38651,-1.56078,-5.67970,-0.10574
2.0009,-44.16275,-1.58195,-5.74191,-0.10958
2.0109,-44.95815,-1.60104,-5.78930,-0.11320
2.0209,-45.76826,-1.61828,-5.82196,-0.11653
2.0309,-46.58737,-1.63388,-5.84038,-0.11950
2.0409,-47.40853,-1.64800,-5.84534,-0.12206
2.0509,-48.22358,-1.66073,-5.83789,-0.12415
2.0609,-49.02309,-1.67210,-5.81928,-0.12574
2.0709,-49.79650,-1.68207,-5.79087,-0.12680
2.0809,-50.53248,-1.69055,-5.75409,-0.12731
2.0909,-51.21943,-1.69740,-5.71037,-0.12728
2.1009,-51.84599,-1.70246,-5.66111,-0.12669
2.1109,-52.40167,-1.70555,-5.60766,-0.12557
2.1209,-52.87765,-1.70656,-5.55123,-0.12393
2.1309,-53.26754,-1.70540,-5.49292,-0.12178
2.1409,-53.56803,-1.70207,-5.43377,-0.11915
2.1509,-53.77929,-1.69668,-5.37476,-0.11603
2.1609,-53.90523,-1.68945,-5.31680,-0.11245
2.1709,-53.95353,-1.68070,-5.26077,-0.10840
2.1810,-53.93550,-1.67090,-5.20755,-0.10388
2.1909,-53.86563,-1.66062,-5.15806,-0.09890
2.2010,-53.76105,-1.65050,-5.11320,-0.09343
2.2110,-53.64076,-1.64127,-5.07384,-0.08748
2.2210,-53.52476,-1.63367,-5.04079,-0.08103
2.2310,-53.43315,-1.62846,-5.01484,-0.07409
2.2410,-53.38506,-1.62636,-4.99669,-0.06665
2.2510,-53.39759,-1.62805,-4.98695,-0.05875
2.2610,-53.48496,-1.63411,-4.98603,-0.05042
2.2710,-53.65793,-1.64499,-4.99418,-0.04171
2.2810,-53.92326,-1.66102,-5.01143,-0.03270
2.2910,-54.28338,-1.68236,-5.03756,-0.02350
2.3010,-54.73631,-1.70902,-5.07212,-0.01420
2.3110,-55.27599,-1.74088,-5.11448,-0.00496
2.3210,-55.89248,-1.77769,-5.16389,0.00407
2.3310,-56.57219,-1.81904,-5.21949,0.01272
2.3410,-57.29850,-1.86439,-5.28032,0.02082
2.3510,-58.05283,-1.91312,-5.34545,0.02817
2.3610,-58.81567,-1.96457,-5.41405,0.03460
2.3710,-59.56737,-2.01804,-5.48546,0.03992
2.3810,-60.28860,-2.07283,-5.55918,0.04396
2.3910,-60.96069,-2.12824,-5.63485,0.04659
2.4010,-61.56636,-2.18360,-5.71230,0.04766
2.4110,-62.09057,-2.23826,-5.79160,0.04708
2.4211,-62.52099,-2.29166,-5.87295,0.04478
2.4311,-62.84818,-2.34326,-5.95672,0.04074
2.4411,-63.06569,-2.39263,-6.04330,0.03494
2.4511,-63.17007,-2.43938,-6.13308,0.02743
2.4611,-63.16060,-2.48320,-6.22630,0.01830
2.4711,-63.03927,-2.52383,-6.32300,0.00766
2.4811,-62.81104,-2.56109,-6.42297,-0.00432
2.4911,-62.48369,-2.59486,-6.52577,-0.01746
2.5011,-62.06740,-2.62508,-6.63062,-0.03153
2.5111,-61.57439,-2.65178,-6.73647,-0.04628
2.5211,-61.01860,-2.67501,-6.84197,-0.06143
2.5311,-60.41536,-2.69489,-6.94556,-0.07672
2.5411,-59.78095,-2.71159,-7.04550,-0.09183
2.5511,-59.13227,-2.72536,-7.14003,-0.10649
2.5611,-58.48659,-2.73651,-7.22742,-0.12043
2.5711,-57.86123,-2.74539,-7.30613,-0.13338
2.5811,-57.27315,-2.75241,-7.37492,-0.14511
2.5911,-56.73860,-2.75801,-7.43286,-0.15542
2.6011,-56.27266,-2.76264,-7.47948,-0.16416
2.6111,-55.88883,-2.76674,-7.51470,-0.17120
2.6211,-55.59887,-2.77078,-7.53895,-0.17648
2.6311,-55.41284,-2.77519,-7.55319,-0.17996
2.6412,-55.33870,-2.78036,-7.55882,-0.18166
2.6511,-55.38189,-2.78661,-7.55763,-0.18162
2.6612,-55.54539,-2.79420,-7.55166,-0.17993
2.6712,-55.82999,-2.80334,-7.54317,-0.17670
2.6812,-56.23437,-2.81417,-7.53456,-0.17206
2.6912,-56.75516,-2.82680,-7.52825,-0.16617
2.7012,-57.38721,-2.84129,-7.52660,-0.15917
2.7112,-58.12401,-2.85766,-7.53179,-0.15123
2.7212,-58.95782,-2.87590,-7.54584,-0.14250
2.7312,-59.87999,-2.89601,-7.57051,-0.13315
2.7412,-60.88121,-2.91796,-7.60733,-0.12333
2.7512,-61.95176,-2.94174,-7.65752,-0.11320
2.7612,-63.08175,-2.96737,-7.72197,-0.10288
2.7712,-64.26116,-2.99488,-7.80118,-0.09254
2.7812,-65.48009,-3.02431,-7.89539,-0.08230
2.7912,-66.72883,-3.05568,-8.00448,-0.07234
2.8012,-67.99771,-3.08903,-8.12801,-0.06279
2.8112,-69.27701,-3.12438,-8.26522,-0.05381
2.8212,-70.55715,-3.16167,-8.41497,-0.04559
2.8312,-71.82878,-3.20079,-8.57582,-0.03827
2.8412,-73.08253,-3.24159,-8.74597,-0.03203
2.8512,-74.30874,-3.28389,-8.92328,-0.02704
2.8612,-75.49755,-3.32746,-9.10534,-0.02345
2.8712,-76.63907,-3.37203,-9.28951,-0.02143
2.8813,-77.72360,-3.41730,-9.47302,-0.02110
2.8913,-78.74161,-3.46300,-9.65306,-0.02257
2.9013,-79.68375,-3.50889,-9.82678,-0.02594
2.9113,-80.54093,-3.55477,-9.99148,-0.03127
2.9213,-81.30457,-3.60049,-10.14471,-0.03858
2.9313,-81.96682,-3.64598,-10.28439,-0.04786
2.9413,-82.52066,-3.69128,-10.40888,-0.05905
2.9513,-82.96007,-3.73648,-10.51700,-0.07207
2.9613,-83.28029,-3.78173,-10.60810,-0.08680
2.9713,-83.47797,-3.82730,-10.68216,-0.10307
2.9813,-83.55105,-3.87348,-10.73973,-0.12070
2.9913,-83.49884,-3.92057,-10.78185,-0.13946
3.0013,-83.32230,-3.96885,-10.81001,-0.15910
3.0113,-83.02432,-4.01858,-10.82611,-0.17937
3.0213,-82.60958,-4.06994,-10.83235,-0.19997
3.0313,-82.08437,-4.12305,-10.83111,-0.22062
3.0413,-81.45653,-4.17787,-10.82480,-0.24100
3.0513,-80.73551,-4.23426,-10.81577,-0.26084
3.0613,-79.93237,-4.29188,-10.80631,-0.27982
3.0713,-79.05969,-4.35032,-10.79849,-0.29768
3.0813,-78.13132,-4.40898,-10.79422,-0.31415
3.0913,-77.16225,-4.46721,-10.79514,-0.32900
3.1014,-76.16826,-4.52423,-10.80270,-0.34202
3.1113,-75.16548,-4.57919,-10.81805,-0.35303
3.1214,-74.17014,-4.63117,-10.84213,-0.36190
3.1314,-73.19842,-4.67931,-10.87568,-0.36855
3.1414,-72.26607,-4.72278,-10.91927,-0.37292
3.1514,-71.38767,-4.76082,-10.97327,-0.37502
3.1614,-70.57616,-4.79281,-11.03787,-0.37492
3.1714,-69.84267,-4.81829,-11.11311,-0.37269
3.1814,-69.19647,-4.83698,-11.19887,-0.36849
3.1914,-68.64476,-4.84887,-11.29488,-0.36250
3.2014,-68.19234,-4.85416,-11.40066,-0.35491
3.2114,-67.84115,-4.85331,-11.51543,-0.34596
3.2214,-67.58997,-4.84697,-11.63807,-0.33591
3.2314,-67.43438,-4.83597,-11.76714,-0.32499
3.2414,-67.36687,-4.82133,-11.90081,-0.31346
3.2514,-67.37723,-4.80422,-12.03695,-0.30155
3.2614,-67.45301,-4.78591,-12.17315,-0.28947
3.2714,-67.57967,-4.76773,-12.30675,-0.27740
3.2814,-67.74054,-4.75091,-12.43481,-0.26550
3.2914,-67.91719,-4.73663,-12.55429,-0.25387
3.3014,-68.09035,-4.72593,-12.66213,-0.24259
3.3114,-68.24074,-4.71975,-12.75541,-0.23170
3.3214,-68.34976,-4.71886,-12.83148,-0.22120
3.3314,-68.40021,-4.72387,-12.88807,-0.21108
3.3415,-68.37703,-4.73518,-12.92345,-0.20130
3.3515,-68.26809,-4.75302,-12.93652,-0.19180
3.3615,-68.06499,-4.77744,-12.92695,-0.18253
3.3715,-67.76332,-4.80843,-12.89526,-0.17346
3.3815,-67.36281,-4.84589,-12.84279,-0.16456
3.3915,-66.86755,-4.88964,-12.77167,-0.15580
3.4015,-66.28617,-4.93946,-12.68474,-0.14721
3.4115,-65.63173,-4.99515,-12.58560,-0.13882
3.4215,-64.92139,-5.05659,-12.47844,-0.13068
3.4315,-64.17553,-5.12374,-12.36787,-0.12290
3.4415,-63.41693,-5.19662,-12.25874,-0.11556
3.4515,-62.66985,-5.27536,-12.15599,-0.10879
3.4615,-61.95901,-5.36015,-12.06444,-0.10271
3.4715,-61.30826,-5.45125,-11.98862,-0.09743
3.4815,-60.73952,-5.54892,-11.93258,-0.09305
3.4915,-60.27210,-5.65349,-11.89978,-0.08967
3.5015,-59.92181,-5.76528,-11.89300,-0.08736
3.5115,-59.69987,-5.88457,-11.91421,-0.08617
3.5215,-59.61207,-6.01155,-11.96451,-0.08611
3.5315,-59.65861,-6.14625,-12.04409,-0.08719
3.5415,-59.83436,-6.28854,-12.15225,-0.08935
3.5515,-60.12909,-6.43813,-12.28740,-0.09255
3.5615,-60.52784,-6.59451,-12.44720,-0.09668
3.5715,-61.01143,-6.75693,-12.62874,-0.10167
3.5816,-61.55731,-6.92442,-12.82863,-0.10740
3.5916,-62.14051,-7.09578,-13.04305,-0.11376
3.6016,-62.73491,-7.26960,-13.26787,-0.12065
3.6116,-63.31456,-7.44428,-13.49884,-0.12797
3.6216,-63.85477,-7.61806,-13.73182,-0.13563
3.6316,-64.33322,-7.78915,-13.96297,-0.14357
3.6416,-64.73092,-7.95575,-14.18883,-0.15173
3.6516,-65.03300,-8.11602,-14.40638,-0.16009
3.6616,-65.22941,-8.26822,-14.61318,-0.16866
3.6716,-65.31520,-8.41075,-14.80754,-0.17744
3.6816,-65.29069,-8.54225,-14.98849,-0.18647
3.6916,-65.16124,-8.66154,-15.15591,-0.19579
3.7016,-64.93670,-8.76773,-15.31050,-0.20547
3.7116,-64.63074,-8.86015,-15.45372,-0.21556
3.7216,-64.25996,-8.93847,-15.58778,-0.22612
3.7316,-63.84283,-9.00258,-15.71548,-0.23721
3.7416,-63.39843,-9.05267,-15.84011,-0.24886
3.7516,-62.94543,-9.08911,-15.96534,-0.26109
3.7616,-62.50097,-9.11246,-16.09509,-0.27389
3.7716,-62.07973,-9.12347,-16.23338,-0.28724
3.7816,-61.69309,-9.12301,-16.38416,-0.30106
3.7917,-61.34846,-9.11199,-16.55114,-0.31527
3.8016,-61.04875,-9.09138,-16.73763,-0.32974
3.8117,-60.79223,-9.06219,-16.94648,-0.34432
3.8217,-60.57285,-9.02551,-17.17990,-0.35885
3.8317,-60.38072,-8.98242,-17.43936,-0.37313
3.8417,-60.20270,-8.93399,-17.72552,-0.38696
3.8517,-60.02308,-8.88129,-18.03820,-0.40012
3.8617,-59.82456,-8.82540,-18.37646,-0.41243
3.8717,-59.58932,-8.76743,-18.73861,-0.42369
3.8817,-59.30000,-8.70845,-19.12230,-0.43373
3.8917,-58.94072,-8.64955,-19.52459,-0.44242
3.9017,-58.49798,-8.59179,-19.94212,-0.44966
3.9117,-57.96153,-8.53627,-20.37134,-0.45537
3.9217,-57.32486,-8.48411,-20.80864,-0.45955
3.9317,-56.58546,-8.43641,-21.25051,-0.46221
3.9417,-55.74483,-8.39427,-21.69372,-0.46342
3.9517,-54.80860,-8.35873,-22.13552,-0.46331
3.9617,-53.78632,-8.33084,-22.57377,-0.46203
3.9717,-52.69078,-8.31153,-23.00694,-0.45976
3.9817,-51.53720,-8.30164,-23.43416,-0.45672
3.9917,-50.34260,-8.30187,-23.85521,-0.45316
4.0017,-49.12514,-8.31275,-24.27052,-0.44933
4.0117,-47.90340,-8.33460,-24.68115,-0.44549
4.0217,-46.69559,-8.36750,-25.08858,-0.44189
4.0317,-45.51887,-8.41130,-25.49448,-0.43876
4.0418,-44.38876,-8.46559,-25.90061,-0.43632
4.0518,-43.31864,-8.52959,-26.30878,-0.43477
4.0618,-42.31922,-8.60218,-26.72071,-0.43426
4.0718,-41.39825,-8.68192,-27.13779,-0.43492
4.0818,-40.56069,-8.76709,-27.56107,-0.43683
4.0918,-39.80888,-8.85571,-27.99113,-0.44005
4.1018,-39.14256,-8.94556,-28.42828,-0.44458
4.1118,-38.55885,-9.03418,-28.87257,-0.45042
4.1218,-38.05262,-9.11896,-29.32385,-0.45751
4.1318,-37.61692,-9.19722,-29.78187,-0.46580
4.1418,-37.24328,-9.26640,-30.24649,-0.47521
4.1518,-36.92198,-9.32406,-30.71779,-0.48565
4.1618,-36.64231,-9.36799,-31.19624,-0.49705
4.1718,-36.39296,-9.39626,-31.68271,-0.50932
4.1818,-36.16243,-9.40732,-32.17863,-0.52239
4.1918,-35.93945,-9.40009,-32.68602,-0.53621
4.2018,-35.71331,-9.37400,-33.20747,-0.55075
4.2118,-35.47398,-9.32908,-33.74595,-0.56596
4.2218,-35.21231,-9.26588,-34.30470,-0.58184
4.2318,-34.92025,-9.18548,-34.88701,-0.59838
4.2418,-34.59103,-9.08944,-35.49613,-0.61555
4.2519,-34.21933,-8.97979,-36.13499,-0.63334
4.2618,-33.80142,-8.85898,-36.80612,-0.65170
4.2719,-33.33531,-8.72978,-37.51150,-0.67060
4.2819,-32.82077,-8.59519,-38.25224,-0.68994
4.2919,-32.25917,-8.45831,-39.02838,-0.70960
4.3019,-31.65327,-8.32219,-39.83880,-0.72944
4.3119,-31.00716,-8.18982,-40.68122,-0.74925
4.3219,-30.32635,-8.06401,-41.55231,-0.76882
4.3319,-29.61756,-7.94732,-42.44784,-0.78789
4.3419,-28.88824,-7.84199,-43.36262,-0.80619
4.3519,-28.14612,-7.74979,-44.29059,-0.82346
4.3619,-27.39909,-7.67199,-45.22501,-0.83941
4.3719,-26.65514,-7.60937,-46.15881,-0.85378
4.3819,-25.92212,-7.56222,-47.08464,-0.86633
4.3919,-25.20729,-7.53034,-47.99497,-0.87687
4.4019,-24.51725,-7.51304,-48.88227,-0.88524
4.4119,-23.85785,-7.50921,-49.73931,-0.89135
4.4219,-23.23408,-7.51732,-50.55918,-0.89514
4.4319,-22.64985,-7.53552,-51.33543,-0.89666
4.4419,-22.10793,-7.56169,-52.06207,-0.89597
4.4519,-21.61003,-7.59350,-52.73366,-0.89322
4.4619,-21.15693,-7.62857,-53.34541,-0.88859
4.4719,-20.74845,-7.66450,-53.89310,-0.88230
4.4820,-20.38342,-7.69892,-54.37314,-0.87460
4.4920,-20.05981,-7.72962,-54.78259,-0.86574
4.5020,-19.77493,-7.75464,-55.11946,-0.85598
4.5120,-19.52567,-7.77234,-55.38286,-0.84559
4.5220,-19.30863,-7.78143,-55.57321,-0.83479
4.5320,-19.12016,-7.78100,-55.69222,-0.82378
4.5420,-18.95646,-7.77057,-55.74301,-0.81275
4.5520,-18.81381,-7.75009,-55.73038,-0.80184
4.5620,-18.68872,-7.71996,-55.66091,-0.79114
4.5720,-18.57798,-7.68095,-55.54287,-0.78071
4.5820,-18.47875,-7.63417,-55.38613,-0.77060
4.5920,-18.38863,-7.58097,-55.20202,-0.76083
4.6020,-18.30572,-7.52294,-55.00306,-0.75137
4.6120,-18.22868,-7.46181,-54.80264,-0.74223
4.6220,-18.15658,-7.39931,-54.61472,-0.73340
4.6320,-18.08886,-7.33708,-54.45329,-0.72489
4.6420,-18.02533,-7.27664,-54.33185,-0.71673
4.6520,-17.96607,-7.21932,-54.26271,-0.70898
4.6620,-17.91140,-7.16624,-54.25662,-0.70170
4.6720,-17.86171,-7.11822,-54.32235,-0.69502
4.6820,-17.81739,-7.07578,-54.46613,-0.68907
4.6920,-17.77866,-7.03914,-54.69131,-0.68404
4.7020,-17.74559,-7.00823,-54.99818,-0.68010
4.7120,-17.71791,-6.98271,-55.38404,-0.67747
4.7221,-17.69508,-6.96201,-55.84327,-0.67633
4.7321,-17.67622,-6.94534,-56.36743,-0.67686
4.7421,-17.66018,-6.93178,-56.94545,-0.67923
4.7521,-17.64549,-6.92029,-57.56426,-0.68353
4.7621,-17.63039,-6.90977,-58.20932,-0.68985
4.7721,-17.61289,-6.89910,-58.86515,-0.69818
4.7821,-17.59083,-6.88713,-59.51579,-0.70847
4.7921,-17.56198,-6.87277,-60.14553,-0.72058
4.8021,-17.52412,-6.85494,-60.73944,-0.73430
4.8121,-17.47511,-6.83265,-61.28388,-0.74938
4.8221,-17.41294,-6.80496,-61.76699,-0.76551
4.8321,-17.33583,-6.77100,-62.17930,-0.78232
4.8421,-17.24226,-6.72995,-62.51400,-0.79942
4.8521,-17.13105,-6.68111,-62.76709,-0.81640
4.8621,-17.00150,-6.62391,-62.93745,-0.83289
4.8721,-16.85335,-6.55792,-63.02691,-0.84848
4.8821,-16.68686,-6.48282,-63.04016,-0.86285
4.8921,-16.50279,-6.39846,-62.98465,-0.87571
4.9021,-16.30246,-6.30484,-62.87025,-0.88684
4.9121,-16.08764,-6.20218,-62.70870,-0.89609
4.9221,-15.86058,-6.09091,-62.51321,-0.90337
4.9321,-15.62395,-5.97169,-62.29792,-0.90867
4.9421,-15.38078,-5.84531,-62.07741,-0.91209
4.9521,-15.13434,-5.71276,-61.86604,-0.91374
4.9622,-14.88806,-5.57517,-61.67741,-0.91383
4.9722,-14.64542,-5.43381,-61.52383,-0.91259
4.9822,-14.40990,-5.29002,-61.41582,-0.91030
4.9922,-14.18482,-5.14522,-61.36184,-0.90724
5.0022,-13.97329,-5.00081,-61.36798,-0.90371
5.0122,-13.77805,-4.85818,-61.43781,-0.89998
5.0222,-13.60146,-4.71862,-61.57232,-0.89630
5.0322,-13.44540,-4.58334,-61.76997,-0.89286
5.0422,-13.31120,-4.45341,-62.02676,-0.88982
5.0522,-13.19961,-4.32978,-62.33640,-0.88728
5.0622,-13.11074,-4.21323,-62.69062,-0.88525
5.0722,-13.04412,-4.10440,-63.07959,-0.88369
5.0822,-12.99864,-4.00372,-63.49251,-0.88248
5.0922,-12.97266,-3.91151,-63.91808,-0.88146
5.1022,-12.96401,-3.82791,-64.34477,-0.88039
5.1122,-12.97008,-3.75293,-64.76121,-0.87901
5.1222,-12.98786,-3.68646,-65.15658,-0.87702
5.1322,-13.01407,-3.62823,-65.52108,-0.87409
5.1422,-13.04527,-3.57783,-65.84621,-0.86992
5.1522,-13.07795,-3.53473,-66.12513,-0.86420
5.1622,-13.10876,-3.49835,-66.35286,-0.85667
5.1723,-13.13452,-3.46798,-66.52630,-0.84713
5.1822,-13.15232,-3.44280,-66.64431,-0.83542
5.1923,-13.15962,-3.42189,-66.70766,-0.82146
5.2023,-13.15438,-3.40423,-66.71908,-0.80525
5.2123,-13.13514,-3.38877,-66.68297,-0.78686
5.2223,-13.10104,-3.37443,-66.60530,-0.76644
5.2323,-13.05183,-3.36015,-66.49338,-0.74422
5.2423,-12.98783,-3.34487,-66.35542,-0.72048
5.2523,-12.90994,-3.32762,-66.20019,-0.69558
5.2623,-12.81953,-3.30750,-66.03680,-0.66986
5.2723,-12.71842,-3.28379,-65.87441,-0.64375
5.2823,-12.60876,-3.25595,-65.72195,-0.61763
5.2923,-12.49294,-3.22366,-65.58777,-0.59194
5.3023,-12.37346,-3.18680,-65.47929,-0.56705
5.3123,-12.25282,-3.14548,-65.40282,-0.54334
5.3223,-12.13340,-3.10003,-65.36332,-0.52114
