# licl_mp-22905 PDOS summed by element+orbital (QE projwfc.x). Columns are states/eV. VBM 1.576 eV. Gap is the fixed-occ nscf value (6.260 eV), not a DOS threshold.
E_eV,E_minus_VBM_eV,Cl_p,Cl_s,Li_p,Li_s
12.832,11.2564,1.06,0.098,4.32,2.38584
12.842,11.2664,1.112,0.1028,4.32,2.54228
12.852,11.2764,1.152,0.106,4.24,2.66668
12.862,11.2864,1.172,0.1084,4.12,2.759
12.872,11.2964,1.176,0.1092,3.912,2.81524
12.882,11.3064,1.168,0.1092,3.684,2.8394
12.892,11.3164,1.144,0.108,3.424,2.83548
12.902,11.3264,1.108,0.106,3.144,2.80352
12.912,11.3364,1.064,0.104,2.864,2.75956
12.922,11.3464,1.02,0.102,2.592,2.7116
12.932,11.3564,0.976,0.1,2.344,2.66368
12.942,11.3664,0.932,0.0988,2.124,2.62384
12.952,11.3764,0.9,0.098,1.94,2.59604
12.962,11.3864,0.872,0.0984,1.796,2.58032
12.972,11.3964,0.852,0.0996,1.696,2.58068
12.982,11.4064,0.84,0.1008,1.636,2.58912
12.992,11.4164,0.836,0.1028,1.616,2.59756
13.002,11.4264,0.832,0.1048,1.632,2.60204
13.012,11.4364,0.832,0.1064,1.676,2.59048
13.022,11.4464,0.828,0.1072,1.752,2.55884
13.032,11.4564,0.824,0.1072,1.852,2.50312
13.042,11.4664,0.816,0.1064,1.98,2.42332
13.052,11.4764,0.808,0.1044,2.128,2.31536
13.062,11.4864,0.792,0.1012,2.3,2.18728
13.072,11.4964,0.78,0.0968,2.492,2.04308
13.082,11.5064,0.764,0.092,2.704,1.8908
13.092,11.5164,0.752,0.086,2.932,1.7384
13.102,11.5264,0.744,0.08,3.172,1.58992
13.112,11.5364,0.74,0.0736,3.412,1.4494
13.122,11.5464,0.74,0.0668,3.648,1.3248
13.132,11.5564,0.748,0.0604,3.864,1.22024
13.142,11.5664,0.756,0.054,4.04,1.13164
13.152,11.5764,0.772,0.048,4.2,1.05908
13.162,11.5864,0.784,0.0424,4.28,1.00252
13.172,11.5964,0.796,0.03728,4.32,0.958
13.182,11.6064,0.808,0.03252,4.32,0.92148
13.192,11.6164,0.812,0.02824,4.24,0.90104
13.202,11.6264,0.816,0.02436,4.08,0.8846
13.212,11.6364,0.808,0.02096,3.904,0.88028
13.222,11.6464,0.8,0.01796,3.68,0.883972
13.232,11.6564,0.784,0.0154,3.432,0.89574
13.242,11.6664,0.764,0.01316,3.176,0.915572
13.252,11.6764,0.744,0.01132,2.928,0.93946
13.262,11.6864,0.72,0.0098,2.696,0.971396
13.272,11.6964,0.696,0.00856,2.5,1.00737
13.282,11.7064,0.672,0.00752,2.34,1.03537
13.292,11.7164,0.652,0.00672,2.224,1.06339
13.302,11.7264,0.628,0.00604,2.156,1.0794
13.312,11.7364,0.608,0.00548,2.132,1.08339
13.322,11.7464,0.588,0.00504,2.144,1.07536
13.332,11.7564,0.568,0.0046,2.188,1.0473
13.342,11.7664,0.548,0.0042,2.256,1.00321
13.352,11.7764,0.524,0.003796,2.34,0.947092
13.362,11.7864,0.5,0.003404,2.42,0.874956
13.372,11.7964,0.48,0.00302,2.5,0.794812
13.382,11.8064,0.456,0.00264,2.56,0.710672
13.392,11.8164,0.436,0.002276,2.604,0.62654
13.402,11.8264,0.416,0.001932,2.62,0.542428
13.412,11.8364,0.398,0.001616,2.612,0.46234
13.422,11.8464,0.3844,0.001336,2.576,0.392272
13.432,11.8564,0.3744,0.001092,2.516,0.330628
13.442,11.8664,0.368,0.000892,2.432,0.277796
13.452,11.8764,0.3644,0.000728,2.336,0.233768
13.462,11.8864,0.3636,0.0006,2.228,0.19774
13.472,11.8964,0.364,0.000516,2.108,0.169304
13.482,11.9064,0.3652,0.000468,1.988,0.146048
13.492,11.9164,0.3656,0.00046,1.864,0.127568
13.502,11.9264,0.364,0.0005,1.74,0.112664
13.512,11.9364,0.3596,0.000588,1.62,0.10094
13.522,11.9464,0.352,0.000744,1.508,0.0916
13.532,11.9564,0.3412,0.000976,1.404,0.084244
13.542,11.9664,0.3276,0.0013,1.316,0.079684
13.552,11.9764,0.3116,0.001736,1.244,0.077524
13.562,11.9864,0.2948,0.002304,1.192,0.078172
13.572,11.9964,0.278,0.003012,1.168,0.082036
13.582,12.0064,0.2628,0.003872,1.176,0.08912
13.592,12.0164,0.2508,0.00488,1.216,0.099428
13.602,12.0264,0.2428,0.00604,1.296,0.112956
13.612,12.0364,0.2392,0.00732,1.408,0.129304
13.622,12.0464,0.2403,0.00864,1.552,0.148076
13.632,12.0564,0.2456,0.01004,1.728,0.167664
13.642,12.0664,0.2552,0.0114,1.92,0.187664
13.652,12.0764,0.2668,0.01268,2.12,0.207272
13.662,12.0864,0.28,0.01376,2.316,0.224488
13.672,12.0964,0.2928,0.01464,2.496,0.239304
13.682,12.1064,0.3036,0.01528,2.652,0.25052
13.692,12.1164,0.3116,0.0156,2.764,0.258136
13.702,12.1264,0.3156,0.01564,2.832,0.262152
13.712,12.1364,0.3152,0.01536,2.844,0.263364
13.722,12.1464,0.3104,0.01484,2.804,0.262584
13.732,12.1564,0.3012,0.01416,2.712,0.261408
13.742,12.1664,0.2888,0.01336,2.572,0.26104
13.752,12.1764,0.2736,0.01248,2.392,0.263492
13.762,12.1864,0.2572,0.01168,2.184,0.27076
13.772,12.1964,0.2412,0.01096,1.956,0.283252
13.782,12.2064,0.2264,0.01044,1.724,0.302968
13.792,12.2164,0.2136,0.01008,1.492,0.329508
13.802,12.2264,0.2044,0.00996,1.272,0.363272
13.812,12.2364,0.1988,0.01,1.072,0.401452
13.822,12.2464,0.1972,0.0102,0.892,0.449652
13.832,12.2564,0.1992,0.01052,0.744,0.49786
13.842,12.2664,0.2044,0.01092,0.62,0.550076
13.852,12.2764,0.2128,0.01128,0.52,0.602292
13.862,12.2864,0.2236,0.01164,0.444,0.654508
13.872,12.2964,0.2364,0.01188,0.3916,0.710724
13.882,12.3064,0.2504,0.01196,0.3556,0.766944
13.892,12.3164,0.2652,0.01196,0.3332,0.823168
13.902,12.3264,0.2812,0.0118,0.322,0.883404
13.912,12.3364,0.2976,0.01152,0.3192,0.95166
13.922,12.3464,0.3144,0.01116,0.3232,1.01993
13.932,12.3564,0.3316,0.01076,0.3328,1.09624
13.942,12.3664,0.3488,0.01036,0.348,1.17656
13.952,12.3764,0.366,0.00996,0.3684,1.25688
13.962,12.3864,0.382,0.00964,0.3948,1.3372
13.972,12.3964,0.3968,0.0094,0.428,1.40952
13.982,12.4064,0.408,0.00927,0.472,1.4698
13.992,12.4164,0.42,0.00924,0.524,1.51804
14.002,12.4264,0.424,0.00928,0.584,1.5422
14.012,12.4364,0.424,0.00948,0.66,1.54228
14.022,12.4464,0.424,0.00976,0.744,1.51432
14.032,12.4564,0.416,0.01012,0.84,1.46624
14.042,12.4664,0.404,0.01056,0.944,1.39012
14.052,12.4764,0.3884,0.01108,1.056,1.29792
14.062,12.4864,0.3712,0.01164,1.168,1.18568
14.072,12.4964,0.3528,0.01224,1.28,1.0654
14.082,12.5064,0.3344,0.0128,1.392,0.94508
14.092,12.5164,0.3164,0.01332,1.492,0.8218
14.102,12.5264,0.3004,0.01376,1.588,0.70848
14.112,12.5364,0.2872,0.01404,1.668,0.60417
14.122,12.5464,0.2767,0.0142,1.74,0.507884
14.132,12.5564,0.2696,0.01416,1.8,0.4316
14.142,12.5664,0.2664,0.01388,1.852,0.36452
14.152,12.5764,0.2664,0.01348,1.896,0.312244
14.162,12.5864,0.2696,0.01284,1.936,0.271976
14.172,12.5964,0.276,0.01208,1.972,0.241716
14.182,12.6064,0.284,0.0112,2.008,0.21986
14.192,12.6164,0.2936,0.01024,2.044,0.204412
14.202,12.6264,0.3032,0.00924,2.08,0.19378
14.212,12.6364,0.3124,0.00824,2.112,0.185956
14.222,12.6464,0.3196,0.00728,2.136,0.179752
14.232,12.6564,0.324,0.00636,2.152,0.173968
14.242,12.6664,0.3256,0.00552,2.156,0.1674
14.252,12.6764,0.3232,0.00476,2.148,0.159252
14.262,12.6864,0.3168,0.00404,2.124,0.15032
14.272,12.6964,0.3068,0.003444,2.08,0.139404
14.282,12.7064,0.2928,0.0029,2.024,0.127304
14.292,12.7164,0.276,0.002424,1.948,0.11442
14.302,12.7264,0.2572,0.002008,1.856,0.100745
14.312,12.7364,0.2364,0.001648,1.756,0.0866812
14.322,12.7464,0.2148,0.001336,1.641,0.0734264
14.332,12.7564,0.1928,0.001068,1.52,0.0609804
14.342,12.7664,0.1712,0.00084,1.392,0.0493417
14.352,12.7764,0.1504,0.000652,1.26,0.0393096
14.362,12.7864,0.1304,0.0005,1.128,0.0305636
14.372,12.7964,0.112,0.000374,0.996,0.0232724
14.382,12.8064,0.0948,0.0002752,0.868,0.017366
14.392,12.8164,0.0796,0.0001988,0.744,0.0126332
14.402,12.8264,0.0656,0.0001408,0.632,0.00902344
14.412,12.8364,0.0536,9.76e-05,0.524,0.00629624
14.422,12.8464,0.0432,6.64e-05,0.432,0.00429104
14.432,12.8564,0.03444,4.4e-05,0.3476,0.00287136
14.442,12.8664,0.02716,2.88e-05,0.2776,0.0018768
14.452,12.8764,0.0214,1.836e-05,0.2204,0.00119905
14.462,12.8864,0.017,1.145e-05,0.176,0.000749904
14.472,12.8964,0.014,7e-06,0.1448,0.000457164
14.482,12.9064,0.01228,4.2e-06,0.126,0.000274696
14.492,12.9164,0.01184,2.448e-06,0.1204,0.000160808
14.502,12.9264,0.01268,1.4e-06,0.1272,9.22328e-05
14.512,12.9364,0.01484,7.84e-07,0.1468,5.17308e-05
14.522,12.9464,0.01836,4.32e-07,0.1804,2.84724e-05
14.532,12.9564,0.02328,2.372e-07,0.2276,1.55608e-05
14.542,12.9664,0.0296,1.356e-07,0.2888,8.78524e-06
14.552,12.9764,0.03736,9.28e-08,0.3636,5.78108e-06
14.562,12.9864,0.0464,9.4e-08,0.452,5.54712e-06
14.572,12.9964,0.0564,1.404e-07,0.548,7.926e-06
14.582,13.0064,0.0676,2.5e-07,0.656,1.39256e-05
14.592,13.0164,0.0788,4.64e-07,0.768,2.57608e-05
14.602,13.0264,0.0904,8.56e-07,0.88,4.7498e-05
14.612,13.0364,0.1012,1.552e-06,0.984,8.614e-05
14.622,13.0464,0.1108,2.76e-06,1.08,0.00015296
14.632,13.0564,0.1188,4.8e-06,1.156,0.000265668
14.642,13.0664,0.1244,8.16e-06,1.216,0.000450836
14.652,13.0764,0.1276,1.356e-05,1.248,0.00075272
14.662,13.0864,0.128,2.204e-05,1.256,0.00122368
14.672,13.0964,0.126,3.508e-05,1.236,0.0019442
14.682,13.1064,0.1212,5.44e-05,1.196,0.003027
14.692,13.1164,0.114,8.32e-05,1.132,0.00458892
14.702,13.1264,0.1056,0.0001236,1.056,0.0068432
14.712,13.1364,0.096,0.0001804,0.968,0.0099828
14.722,13.1464,0.0856,0.0002568,0.876,0.0142496
14.732,13.1564,0.076,0.000358,0.788,0.0198448
14.742,13.1664,0.0668,0.000488,0.704,0.02705
14.752,13.1764,0.0588,0.000652,0.628,0.0361068
14.762,13.1864,0.0524,0.000848,0.568,0.0470956
14.772,13.1964,0.0476,0.001084,0.52,0.0599776
14.782,13.2064,0.0444,0.001352,0.488,0.074872
14.792,13.2164,0.0432,0.001652,0.468,0.091776
14.802,13.2264,0.0436,0.001972,0.456,0.109488
14.812,13.2364,0.0448,0.002308,0.456,0.128004
14.822,13.2464,0.0468,0.002636,0.46,0.14612
14.832,13.2564,0.0496,0.002948,0.464,0.163428
14.842,13.2664,0.0524,0.003224,0.472,0.178724
14.852,13.2764,0.0544,0.003448,0.472,0.1912
14.862,13.2864,0.056,0.003608,0.472,0.200056
14.872,13.2964,0.0568,0.003696,0.464,0.204888
14.882,13.3064,0.0568,0.0037,0.448,0.205288
14.892,13.3164,0.0552,0.003624,0.428,0.200863
14.902,13.3264,0.0528,0.003472,0.4,0.192408
14.912,13.3364,0.0496,0.003256,0.37,0.180332
14.922,13.3464,0.0456,0.002984,0.3348,0.16544
14.932,13.3564,0.0412,0.002676,0.2988,0.148532
14.942,13.3664,0.03652,0.002348,0.2628,0.130016
14.952,13.3764,0.032,0.002016,0.2296,0.1119
14.962,13.3864,0.02792,0.001692,0.2004,0.093788
14.972,13.3964,0.02452,0.001388,0.1776,0.076884
14.982,13.4064,0.022,0.001116,0.1628,0.0619884
14.992,13.4164,0.02056,0.000876,0.1568,0.0487052
15.002,13.4264,0.0204,0.000672,0.1612,0.0373544
15.012,13.4364,0.02156,0.000508,0.1772,0.0280964
15.022,13.4464,0.02416,0.0003724,0.2048,0.0206496
15.032,13.4564,0.02824,0.000268,0.2444,0.0148532
15.042,13.4664,0.03368,0.0001884,0.296,0.0104656
15.052,13.4764,0.0404,0.0001296,0.3584,0.0072052
15.062,13.4864,0.0484,8.76e-05,0.432,0.00483044
15.072,13.4964,0.0568,5.76e-05,0.508,0.00319204
15.082,13.5064,0.066,3.732e-05,0.592,0.00206092
15.092,13.5164,0.0748,2.384e-05,0.672,0.0013042
15.102,13.5264,0.0836,1.536e-05,0.748,0.00081712
15.112,13.5364,0.0912,1.052e-05,0.82,0.00051924
15.122,13.5464,0.0972,8.64e-06,0.876,0.000354996
15.132,13.5564,0.1016,9.44e-06,0.912,0.000293788
15.142,13.5664,0.104,1.348e-05,0.936,0.000325556
15.152,13.5764,0.1044,2.192e-05,0.936,0.000458756
15.162,13.5864,0.1024,3.708e-05,0.916,0.0007284
15.172,13.5964,0.098,6.24e-05,0.88,0.00118724
15.182,13.6064,0.0924,0.0001036,0.828,0.00193596
15.192,13.6164,0.0856,0.0001688,0.764,0.00309936
15.202,13.6264,0.0784,0.0002688,0.692,0.00487076
15.212,13.6364,0.0712,0.00042,0.62,0.007488
15.222,13.6464,0.0648,0.00064,0.556,0.0112328
15.232,13.6564,0.0596,0.000952,0.5,0.0165484
15.242,13.6664,0.0568,0.001392,0.456,0.023798
15.252,13.6764,0.0572,0.001988,0.436,0.0335056
15.262,13.6864,0.0608,0.002776,0.44,0.0463148
15.272,13.6964,0.0688,0.003792,0.472,0.062032
15.282,13.7064,0.0812,0.00508,0.536,0.082176
15.292,13.7164,0.0984,0.00664,0.636,0.105952
15.302,13.7264,0.1204,0.00848,0.768,0.133364
15.312,13.7364,0.1472,0.0106,0.936,0.164808
15.322,13.7464,0.1784,0.013,1.132,0.19908
15.332,13.7564,0.2132,0.01556,1.356,0.235376
15.342,13.7664,0.2504,0.01824,1.6,0.272488
15.352,13.7764,0.2888,0.02088,1.856,0.3084
15.362,13.7864,0.3264,0.02344,2.112,0.3415
15.372,13.7964,0.362,0.02572,2.352,0.369772
15.382,13.8064,0.3928,0.0276,2.572,0.392004
15.392,13.8164,0.42,0.02896,2.756,0.40738
15.402,13.8264,0.436,0.02976,2.896,0.411488
15.412,13.8364,0.448,0.02988,2.98,0.407524
15.422,13.8464,0.448,0.02936,3.012,0.397884
15.432,13.8564,0.44,0.02824,2.984,0.378172
15.442,13.8664,0.424,0.02656,2.904,0.351996
15.452,13.8764,0.404,0.02444,2.78,0.320564
15.462,13.8864,0.3788,0.022,2.62,0.285488
15.472,13.8964,0.3496,0.0194,2.436,0.249188
15.482,13.9064,0.3192,0.01672,2.24,0.21288
15.492,13.9164,0.2892,0.01412,2.048,0.178572
15.502,13.9264,0.2612,0.01164,1.86,0.147084
15.512,13.9364,0.236,0.00944,1.696,0.119216
15.522,13.9464,0.2152,0.00752,1.552,0.096184
15.532,13.9564,0.1984,0.00588,1.44,0.077592
15.542,13.9664,0.1864,0.0046,1.352,0.064232
15.552,13.9764,0.1788,0.003572,1.296,0.055316
15.562,13.9864,0.1752,0.00284,1.26,0.050836
15.572,13.9964,0.1752,0.002351,1.248,0.050788
15.582,14.0064,0.1788,0.002076,1.256,0.0547724
15.592,14.0164,0.1848,0.001983,1.272,0.0623848
15.602,14.0264,0.1936,0.002036,1.304,0.07322
15.612,14.0364,0.2036,0.002211,1.34,0.086476
15.622,14.0464,0.2148,0.002471,1.38,0.101744
15.632,14.0564,0.2268,0.002788,1.42,0.118224
15.642,14.0664,0.238,0.003136,1.456,0.135104
15.652,14.0764,0.2488,0.003484,1.488,0.151588
15.662,14.0864,0.2576,0.003812,1.508,0.166464
15.672,14.0964,0.264,0.00408,1.516,0.178928
15.682,14.1064,0.2672,0.00428,1.508,0.188172
15.692,14.1164,0.2668,0.0044,1.484,0.1938
15.702,14.1264,0.2624,0.00444,1.444,0.195008
15.712,14.1364,0.2544,0.00439,1.388,0.192192
15.722,14.1464,0.2424,0.00424,1.316,0.185356
15.732,14.1564,0.228,0.00398,1.232,0.174504
15.742,14.1664,0.2116,0.003668,1.14,0.160832
15.752,14.1764,0.1936,0.003308,1.048,0.145152
15.762,14.1864,0.176,0.00292,0.96,0.128264
15.772,14.1964,0.1596,0.00252,0.88,0.110572
15.782,14.2064,0.1448,0.002128,0.816,0.093284
15.792,14.2164,0.1328,0.001756,0.768,0.0771988
15.802,14.2264,0.1236,0.00142,0.736,0.062322
15.812,14.2364,0.1172,0.001124,0.724,0.0491544
15.822,14.2464,0.114,0.000868,0.728,0.0380768
15.832,14.2564,0.1132,0.000656,0.744,0.0287888
15.842,14.2664,0.114,0.000484,0.768,0.02131
15.852,14.2764,0.116,0.0003512,0.796,0.0153996
15.862,14.2864,0.118,0.0002492,0.824,0.0108964
15.872,14.2964,0.1196,0.0001732,0.848,0.00755904
15.882,14.3064,0.1204,0.0001188,0.86,0.00510644
15.892,14.3164,0.1196,8.12e-05,0.864,0.00339352
15.902,14.3264,0.1168,5.8e-05,0.852,0.00220336
15.912,14.3364,0.112,4.6e-05,0.832,0.00141121
15.922,14.3464,0.106,4.52e-05,0.796,0.00089652
15.932,14.3564,0.098,5.68e-05,0.756,0.000586804
15.942,14.3664,0.0892,8.44e-05,0.704,0.000421788
15.952,14.3764,0.08,0.0001336,0.656,0.000374064
15.962,14.3864,0.0708,0.0002148,0.604,0.000437124
15.972,14.3964,0.0616,0.0003424,0.556,0.000617328
15.982,14.4064,0.0536,0.000536,0.516,0.00095792
15.992,14.4164,0.0464,0.000824,0.48,0.00151902
16.002,14.4264,0.0408,0.001236,0.452,0.00239684
16.012,14.4364,0.0366,0.00182,0.432,0.00371968
16.022,14.4464,0.03416,0.00262,0.42,0.005652
16.032,14.4564,0.03364,0.003688,0.412,0.00845832
16.042,14.4664,0.03512,0.00508,0.416,0.0123874
16.052,14.4764,0.0388,0.00684,0.428,0.0178004
16.062,14.4864,0.0448,0.00904,0.444,0.0250176
16.072,14.4964,0.0536,0.01172,0.476,0.0345208
16.082,14.5064,0.0648,0.0148,0.516,0.0465112
16.092,14.5164,0.0792,0.01836,0.568,0.0617492
16.102,14.5264,0.0968,0.02232,0.636,0.0801964
16.112,14.5364,0.1176,0.0266,0.716,0.102253
16.122,14.5464,0.1416,0.03104,0.816,0.127519
16.132,14.5564,0.1684,0.0356,0.928,0.155994
16.142,14.5664,0.198,0.04,1.056,0.187276
16.152,14.5764,0.2296,0.0444,1.196,0.220164
16.162,14.5864,0.2628,0.0484,1.344,0.254252
16.172,14.5964,0.2964,0.0516,1.5,0.287944
16.182,14.6064,0.3304,0.0544,1.66,0.320028
16.192,14.6164,0.3632,0.0568,1.816,0.3493
16.202,14.6264,0.3944,0.0588,1.964,0.374164
16.212,14.6364,0.424,0.06,2.1,0.393808
16.222,14.6464,0.448,0.0604,2.22,0.409036
16.232,14.6564,0.464,0.0604,2.316,0.413044
16.242,14.6664,0.476,0.06,2.384,0.413032
16.252,14.6764,0.484,0.0592,2.42,0.405004
16.262,14.6864,0.484,0.0576,2.424,0.391356
16.272,14.6964,0.476,0.0556,2.392,0.371696
16.282,14.7064,0.46,0.0532,2.324,0.347224
16.292,14.7164,0.44,0.0504,2.22,0.319144
16.302,14.7264,0.412,0.0472,2.088,0.28866
16.312,14.7364,0.3792,0.0432,1.928,0.256976
16.322,14.7464,0.3432,0.03936,1.752,0.225296
16.332,14.7564,0.3052,0.03512,1.56,0.19402
16.342,14.7664,0.266,0.03084,1.368,0.164347
16.352,14.7764,0.228,0.0266,1.176,0.137084
16.362,14.7864,0.1912,0.02252,0.992,0.112228
16.372,14.7964,0.1572,0.01868,0.82,0.0901803
16.382,14.8064,0.1268,0.0152,0.668,0.07134
16.392,14.8164,0.1004,0.01212,0.536,0.0557072
16.402,14.8264,0.078,0.00948,0.424,0.0424808
16.412,14.8364,0.0592,0.00724,0.3344,0.03174
16.422,14.8464,0.044,0.00544,0.2628,0.0233244
16.432,14.8564,0.03244,0.004,0.2088,0.0167926
16.442,14.8664,0.02356,0.002896,0.1708,0.0118645
16.452,14.8764,0.01712,0.002068,0.1476,0.00821944
16.462,14.8864,0.01268,0.001472,0.1372,0.00557696
16.472,14.8964,0.00992,0.00106,0.1384,0.00372876
16.482,14.9064,0.00848,0.0008,0.1512,0.00243872
16.492,14.9164,0.00812,0.000656,0.1745,0.00157076
16.502,14.9264,0.00872,0.000604,0.2092,0.00100084
16.512,14.9364,0.01012,0.000624,0.2548,0.00064096
16.522,14.9464,0.01224,0.000704,0.3116,0.0004193
16.532,14.9564,0.015,0.000828,0.3793,0.0002968
16.542,14.9664,0.0184,0.000991,0.456,0.0002408
16.552,14.9764,0.0224,0.00118,0.544,0.0002368
16.562,14.9864,0.02696,0.001384,0.64,0.0002772
16.572,14.9964,0.03208,0.0016,0.744,0.0003676
16.582,15.0064,0.03776,0.001812,0.848,0.0005228
16.592,15.0164,0.044,0.002008,0.956,0.000772
16.602,15.0264,0.0504,0.00218,1.06,0.0011564
16.612,15.0364,0.0576,0.002316,1.16,0.001742
16.622,15.0464,0.0652,0.002412,1.252,0.002614
16.632,15.0564,0.0732,0.00246,1.336,0.0038864
16.642,15.0664,0.0816,0.002464,1.412,0.005694
16.652,15.0764,0.09,0.002424,1.472,0.0082604
16.662,15.0864,0.0984,0.002356,1.516,0.01172
16.672,15.0964,0.1068,0.002268,1.548,0.016324
16.682,15.1064,0.1144,0.002188,1.564,0.022272
16.692,15.1164,0.1216,0.002128,1.564,0.029768
16.702,15.1264,0.1272,0.002124,1.548,0.03894
16.712,15.1364,0.1316,0.0022,1.516,0.049908
16.722,15.1464,0.1343,0.002384,1.472,0.062552
16.732,15.1564,0.1348,0.002704,1.412,0.076828
16.742,15.1664,0.1336,0.003184,1.34,0.091932
16.752,15.1764,0.1304,0.003844,1.26,0.107852
16.762,15.1864,0.1256,0.00468,1.172,0.124176
16.772,15.1964,0.1188,0.00572,1.08,0.139292
16.782,15.2064,0.1108,0.00696,0.988,0.15318
16.792,15.2164,0.102,0.00832,0.892,0.164624
16.802,15.2264,0.0924,0.00984,0.804,0.173212
16.812,15.2364,0.0828,0.01136,0.72,0.178132
16.822,15.2464,0.0732,0.01288,0.64,0.179372
16.832,15.2564,0.064,0.01432,0.564,0.176532
16.842,15.2664,0.0552,0.01556,0.496,0.170016
16.852,15.2764,0.0472,0.01656,0.432,0.160232
16.862,15.2864,0.04,0.01728,0.3768,0.147588
16.872,15.2964,0.0338,0.0176,0.326,0.1329
16.882,15.3064,0.02824,0.01756,0.28,0.117384
16.892,15.3164,0.02344,0.01716,0.2388,0.101456
16.902,15.3264,0.01932,0.0164,0.202,0.085528
16.912,15.3364,0.01584,0.01536,0.1696,0.070816
16.922,15.3464,0.01292,0.01404,0.1408,0.057328
16.932,15.3564,0.01048,0.01264,0.116,0.045068
16.942,15.3664,0.00848,0.01116,0.0944,0.03516
16.952,15.3764,0.00696,0.00968,0.0768,0.026892
16.962,15.3864,0.0058,0.00832,0.0624,0.020336
16.972,15.3964,0.005,0.00716,0.0516,0.015368
16.982,15.4064,0.00464,0.00624,0.044,0.0118296
16.992,15.4164,0.00464,0.0056,0.0396,0.0095544
17.002,15.4264,0.00504,0.00528,0.03844,0.0083788
17.012,15.4364,0.00584,0.00528,0.0404,0.0082192
17.022,15.4464,0.00712,0.00564,0.0456,0.0089524
17.032,15.4564,0.00884,0.0064,0.054,0.0105356
17.042,15.4664,0.01104,0.00744,0.0652,0.0129272
17.052,15.4764,0.01368,0.00884,0.0792,0.016166
17.062,15.4864,0.01676,0.01048,0.096,0.0202916
17.072,15.4964,0.02024,0.01228,0.1152,0.025304
17.082,15.5064,0.024,0.01424,0.136,0.0313636
17.092,15.5164,0.02803,0.0162,0.158,0.0385516
17.102,15.5264,0.0322,0.01808,0.1804,0.04695
17.112,15.5364,0.03648,0.01976,0.2032,0.057
17.122,15.5464,0.0408,0.02112,0.2256,0.0686636
17.132,15.5564,0.0452,0.02216,0.2472,0.0819424
17.142,15.5664,0.0492,0.02272,0.2676,0.097636
17.152,15.5764,0.0532,0.0228,0.2868,0.115348
17.162,15.5864,0.0576,0.02244,0.3044,0.13508
17.172,15.5964,0.0616,0.02164,0.3212,0.15722
17.182,15.6064,0.0656,0.0204,0.3368,0.181376
17.192,15.6164,0.0696,0.01892,0.3512,0.206736
17.202,15.6264,0.0736,0.0172,0.3644,0.232496
17.212,15.6364,0.0776,0.01536,0.376,0.258252
17.222,15.6464,0.0812,0.01356,0.386,0.282392
17.232,15.6564,0.0848,0.01176,0.3936,0.304512
17.242,15.6664,0.0872,0.01012,0.3984,0.322604
17.252,15.6764,0.0892,0.00864,0.3992,0.336264
17.262,15.6864,0.09,0.00732,0.3956,0.344688
17.272,15.6964,0.0896,0.00624,0.3876,0.346672
17.282,15.7064,0.088,0.00532,0.3748,0.342624
17.292,15.7164,0.0848,0.00452,0.3572,0.332136
17.302,15.7264,0.0808,0.003892,0.3356,0.316424
17.312,15.7364,0.076,0.00336,0.3108,0.295488
17.322,15.7464,0.07,0.002908,0.2836,0.270536
17.332,15.7564,0.064,0.002515,0.2548,0.243176
17.342,15.7664,0.0576,0.002168,0.2268,0.214616
17.352,15.7764,0.0512,0.001856,0.1996,0.18566
17.362,15.7864,0.0452,0.001572,0.1752,0.157112
17.372,15.7964,0.0404,0.001316,0.154,0.13058
17.382,15.8064,0.0362,0.001084,0.1372,0.106464
17.392,15.8164,0.03324,0.00088,0.1252,0.0851623
17.402,15.8264,0.0314,0.0007,0.1176,0.0666784
17.412,15.8364,0.03076,0.000548,0.1148,0.05141
17.422,15.8464,0.03116,0.00042,0.116,0.0386364
17.432,15.8564,0.03248,0.0003156,0.1208,0.0286256
17.442,15.8664,0.03451,0.0002336,0.1284,0.020886
17.452,15.8764,0.03696,0.0001712,0.1376,0.0151468
17.462,15.8864,0.03956,0.0001256,0.148,0.0110872
17.472,15.8964,0.042,9.48e-05,0.158,0.0084568
17.482,15.9064,0.044,7.68e-05,0.1668,0.0071464
17.492,15.9164,0.0456,7.12e-05,0.174,0.006968
17.502,15.9264,0.0464,7.64e-05,0.1796,0.007964
17.512,15.9364,0.0468,9.36e-05,0.1832,0.010138
17.522,15.9464,0.046,0.0001236,0.1852,0.0137344
17.532,15.9564,0.0448,0.0001684,0.1864,0.0188388
17.542,15.9664,0.0428,0.0002292,0.1884,0.025816
17.552,15.9764,0.0408,0.0003084,0.1916,0.034792
17.562,15.9864,0.03864,0.000408,0.198,0.046092
17.572,15.9964,0.03675,0.000532,0.2092,0.059556
17.582,16.0064,0.03528,0.000676,0.2264,0.075868
17.592,16.0164,0.03444,0.000844,0.2508,0.094224
17.602,16.0264,0.0344,0.001032,0.2836,0.114216
17.612,16.0364,0.0352,0.001236,0.3252,0.135836
17.622,16.0464,0.03688,0.001456,0.3752,0.157864
17.632,16.0564,0.03944,0.001692,0.436,0.179484
17.642,16.0664,0.0428,0.001936,0.5,0.199876
17.652,16.0764,0.0468,0.002192,0.572,0.21744
17.662,16.0864,0.0512,0.002464,0.652,0.23168
17.672,16.0964,0.056,0.002768,0.732,0.24148
17.682,16.1064,0.0608,0.003116,0.816,0.2464
17.692,16.1164,0.066,0.00354,0.896,0.2464
