# nd2s3_mp-438 PDOS summed by element+orbital (QE projwfc.x). Columns are states/eV. VBM 10.881 eV. Gap is the fixed-occ nscf value (-0.021 eV), not a DOS threshold.
E_eV,E_minus_VBM_eV,Nd_d,Nd_f,Nd_p,Nd_s,S_p,S_s
-9.388,-20.2688,0,0,0,0,0,0
-9.378,-20.2588,0,0,0,0,0,0
-9.368,-20.2488,0,0,0,0,0,0
-9.358,-20.2388,0,0,0,0,0,0
-9.348,-20.2288,0,0,0,0,0,0
-9.338,-20.2188,0,0,0,0,0,0
-9.328,-20.2088,0,0,0,0,0,0
-9.318,-20.1988,0,0,0,0,0,0
-9.308,-20.1888,0,0,0,0,0,0
-9.298,-20.1788,0,0,0,0,0,0
-9.288,-20.1688,0,0,0,0,0,0
-9.278,-20.1588,0,0,0,0,0,0
-9.268,-20.1488,0,0,0,0,0,0
-9.258,-20.1388,0,0,0,0,0,0
-9.248,-20.1288,0,0,0,0,0,0
-9.238,-20.1188,0,0,0,0,0,0
-9.228,-20.1088,0,0,0,0,0,0
-9.218,-20.0988,0,0,0,0,0,0
-9.208,-20.0888,0,0,0,0,0,0
-9.198,-20.0788,0,0,0,0,0,0
-9.188,-20.0688,0,0,0,0,0,0
-9.178,-20.0588,0,0,0,0,0,0
-9.168,-20.0488,0,0,0,0,0,0
-9.158,-20.0388,0,0,0,0,0,0
-9.148,-20.0288,0,0,0,0,0,0
-9.138,-20.0188,0,0,0,0,0,0
-9.128,-20.0088,0,0,0,0,0,0
-9.118,-19.9988,0,0,0,0,0,0
-9.108,-19.9888,0,0,0,0,0,0
-9.098,-19.9788,0,0,0,0,0,0
-9.088,-19.9688,0,0,0,0,0,0
-9.078,-19.9588,0,0,0,0,0,0
-9.068,-19.9488,0,0,0,0,0,0
-9.058,-19.9388,0,0,0,0,0,0
-9.048,-19.9288,0,0,0,0,0,0
-9.038,-19.9188,0,0,0,0,0,0
-9.028,-19.9088,0,0,0,0,0,0
-9.018,-19.8988,0,0,0,0,0,0
-9.008,-19.8888,0,0,0,0,0,0
-8.998,-19.8788,0,0,0,0,0,0
-8.988,-19.8688,0,0,0,0,0,0
-8.978,-19.8588,0,0,0,0,0,0
-8.968,-19.8488,0,0,0,0,0,0
-8.958,-19.8388,0,0,0,0,0,0
-8.948,-19.8288,0,0,0,0,0,0
-8.938,-19.8188,0,0,0,0,0,0
-8.928,-19.8088,0,0,0,0,0,0
-8.918,-19.7988,0,0,0,0,0,0
-8.908,-19.7888,0,0,0,0,0,0
-8.898,-19.7788,0,0,0,0,0,0
-8.888,-19.7688,0,0,0,0,0,0
-8.878,-19.7588,0,0,0,0,0,0
-8.868,-19.7488,0,0,0,0,0,0
-8.858,-19.7388,0,0,0,0,0,0
-8.848,-19.7288,0,0,0,0,0,0
-8.838,-19.7188,0,0,0,0,0,0
-8.828,-19.7088,0,0,0,0,0,0
-8.818,-19.6988,0,0,0,0,0,0
-8.808,-19.6888,0,0,0,0,0,0
-8.798,-19.6788,0,0,0,0,0,0
-8.788,-19.6688,0,0,0,0,0,0
-8.778,-19.6588,0,0,0,0,0,0
-8.768,-19.6488,0,0,0,0,0,0
-8.758,-19.6388,0,0,0,0,0,0
-8.748,-19.6288,0,0,0,0,0,0
-8.738,-19.6188,0,0,0,0,0,0
-8.728,-19.6088,0,0,0,0,0,0
-8.718,-19.5988,0,0,0,0,0,0
-8.708,-19.5888,0,0,0,0,0,0
-8.698,-19.5788,0,0,0,0,0,0
-8.688,-19.5688,0,0,0,0,0,0
-8.678,-19.5588,0,0,0,0,0,0
-8.668,-19.5488,0,0,0,0,0,0
-8.658,-19.5388,0,0,0,0,0,0
-8.648,-19.5288,0,0,0,0,0,0
-8.638,-19.5188,0,0,0,0,0,0
-8.628,-19.5088,0,0,0,0,0,0
-8.618,-19.4988,0,0,0,0,0,0
-8.608,-19.4888,0,0,0,0,0,0
-8.598,-19.4788,0,0,0,0,0,0
-8.588,-19.4688,0,0,0,0,0,0
-8.578,-19.4588,0,0,0,0,0,0
-8.568,-19.4488,0,0,0,0,0,0
-8.558,-19.4388,0,0,0,0,0,0
-8.548,-19.4288,0,0,0,0,0,0
-8.538,-19.4188,0,0,0,0,0,0
-8.528,-19.4088,0,0,0,0,0,0
-8.518,-19.3988,0,0,0,0,0,0
-8.508,-19.3888,1.5632e-13,2.55e-13,1.73904e-11,1.73557e-13,2.9588e-13,1.78656e-12
-8.498,-19.3788,4.4044e-13,7.21e-13,4.90488e-11,4.89005e-13,8.32e-13,5.03984e-12
-8.488,-19.3688,1.216e-12,1.98376e-12,1.35528e-10,1.35078e-12,2.2996e-12,1.38986e-11
-8.478,-19.3588,3.2784e-12,5.3566e-12,3.65188e-10,3.6435e-12,6.208e-12,3.75086e-11
-8.468,-19.3488,8.9408e-12,1.44636e-11,9.8316e-10,9.70637e-12,1.6948e-11,1.00684e-10
-8.458,-19.3388,2.3296e-11,3.75948e-11,2.5572e-09,2.52075e-11,4.404e-11,2.617e-10
-8.448,-19.3288,5.902e-11,9.5268e-11,6.48536e-09,6.38313e-11,1.1164e-10,6.64144e-10
-8.438,-19.3188,1.46624e-10,2.35832e-10,1.60616e-08,1.57802e-10,2.7748e-10,1.64195e-09
-8.428,-19.3088,3.564e-10,5.71084e-10,3.89748e-08,3.82342e-10,6.736e-10,3.98528e-09
-8.418,-19.2988,8.4708e-10,1.36156e-09,9.2636e-08,9.07857e-10,1.6024e-09,9.46756e-09
-8.408,-19.2888,1.9708e-09,3.15656e-09,2.14968e-07,2.1015e-09,3.732e-09,2.19788e-08
-8.398,-19.2788,4.4964e-09,7.1924e-09,4.88584e-07,4.78303e-09,8.512e-09,4.98636e-08
-8.388,-19.2688,1.00392e-08,1.60056e-08,1.08888e-06,1.05748e-08,1.8956e-08,1.10784e-07
-8.378,-19.2588,2.1888e-08,3.4822e-08,2.36796e-06,2.30074e-08,4.136e-08,2.41208e-07
-8.368,-19.2488,4.6768e-08,7.4044e-08,5.02892e-06,4.86916e-08,8.844e-08,5.13464e-07
-8.358,-19.2388,9.7932e-08,1.5516e-07,1.05528e-05,1.01454e-07,1.8492e-07,1.0694e-06
-8.348,-19.2288,2.01e-07,3.16432e-07,2.15252e-05,2.07043e-07,3.784e-07,2.18532e-06
-8.338,-19.2188,4.0304e-07,6.3048e-07,4.29808e-05,4.11119e-07,7.592e-07,4.36416e-06
-8.328,-19.2088,7.9284e-07,1.2388e-06,8.4176e-05,8.02624e-07,1.4908e-06,8.5108e-06
-8.318,-19.1988,1.5272e-06,2.37412e-06,0.000161332,1.53384e-06,2.872e-06,1.63172e-05
-8.308,-19.1888,2.8768e-06,4.45084e-06,0.000303096,2.8643e-06,5.412e-06,3.0582e-05
-8.298,-19.1788,5.3192e-06,8.2048e-06,0.00055548,5.25697e-06,9.98e-06,5.63636e-05
-8.288,-19.1688,9.6284e-06,1.47404e-05,0.00100368,9.39232e-06,1.8088e-05,0.000101072
-8.278,-19.1588,1.712e-05,2.59792e-05,0.0017698,1.64585e-05,3.204e-05,0.000177608
-8.268,-19.1488,2.9756e-05,4.48724e-05,0.00305592,2.82164e-05,5.568e-05,0.000306568
-8.258,-19.1388,5.082e-05,7.618e-05,0.00517848,4.75794e-05,9.48e-05,0.00051752
-8.248,-19.1288,8.5148e-05,0.000126092,0.0085976,7.82378e-05,0.00015836,0.00085652
-8.238,-19.1188,0.00013932,0.000204792,0.0139488,0.000126204,0.0002588,0.00138788
-8.228,-19.1088,0.0002242,0.000326108,0.0222812,0.000199453,0.000416,0.00221016
-8.218,-19.0988,0.000354,0.000509684,0.0348256,0.000308953,0.0006548,0.0034404
-8.208,-19.0888,0.000549,0.000782,0.0532384,0.000470063,0.0010108,0.005258
-8.198,-19.0788,0.00083392,0.00117396,0.080456,0.000699924,0.0015316,0.0078808
-8.188,-19.0688,0.0012468,0.00172596,0.118508,0.00102009,0.00228,0.0115732
-8.178,-19.0588,0.0018312,0.00249924,0.171632,0.00146622,0.003332,0.0167152
-8.168,-19.0488,0.0026404,0.0035412,0.244104,0.00205966,0.004784,0.023628
-8.158,-19.0388,0.0037472,0.00493292,0.341104,0.00285334,0.006744,0.032824
-8.148,-19.0288,0.0052208,0.006728,0.467412,0.00387815,0.009352,0.044808
-8.138,-19.0188,0.0071616,0.0090556,0.6332,0.00518977,0.012776,0.060044
-8.128,-19.0088,0.00968,0.0119652,0.83864,0.00681992,0.017092,0.079264
-8.118,-18.9988,0.012892,0.0155064,1.09788,0.00888676,0.02256,0.102592
-8.108,-18.9888,0.016872,0.0197796,1.41228,0.0113905,0.02932,0.13056
-8.098,-18.9788,0.021816,0.0248664,1.78836,0.0143953,0.03764,0.16388
-8.088,-18.9688,0.027852,0.030728,2.23596,0.0180616,0.0476,0.203
-8.078,-18.9588,0.035148,0.0374844,2.75636,0.0223935,0.05944,0.24752
-8.068,-18.9488,0.043772,0.0450548,3.36056,0.0276035,0.07336,0.29744
-8.058,-18.9388,0.05392,0.0535224,4.04656,0.0337762,0.08956,0.35372
-8.048,-18.9288,0.06592,0.062724,4.8268,0.0410721,0.10812,0.41524
-8.038,-18.9188,0.07972,0.072828,5.6848,0.0497716,0.12976,0.48252
-8.028,-18.9088,0.09552,0.08378,6.6856,0.059996,0.15408,0.55568
-8.018,-18.8988,0.11376,0.095272,7.764,0.0721852,0.182,0.6352
-8.008,-18.8888,0.13392,0.1079,8.9208,0.0861004,0.2128,0.7156
-7.998,-18.8788,0.157,0.12094,10.204,0.102223,0.2472,0.808
-7.988,-18.8688,0.18212,0.1352,11.6212,0.120672,0.2856,0.9
-7.978,-18.8588,0.20976,0.150668,13.1288,0.141928,0.3272,0.9956
-7.968,-18.8488,0.2396,0.166556,14.77,0.164793,0.3736,1.0992
-7.958,-18.8388,0.2714,0.184056,16.4688,0.190467,0.4232,1.2028
-7.948,-18.8288,0.30556,0.201964,18.2532,0.217749,0.4772,1.3064
-7.938,-18.8188,0.34088,0.221472,20.1304,0.246639,0.5336,1.4132
-7.928,-18.8088,0.3768,0.242188,22.0484,0.27714,0.594,1.516
-7.918,-18.7988,0.4144,0.2633,23.9668,0.307648,0.6572,1.6164
-7.908,-18.7888,0.4508,0.286004,25.9644,0.338567,0.7232,1.7104
-7.898,-18.7788,0.4876,0.309904,27.9216,0.369096,0.7916,1.7984
-7.888,-18.7688,0.5244,0.334988,29.838,0.398836,0.8616,1.8756
-7.878,-18.7588,0.56,0.361256,31.7928,0.427384,0.9352,1.9504
-7.868,-18.7488,0.5944,0.388312,33.7064,0.454752,1.0108,2.014
-7.858,-18.7388,0.6272,0.416548,35.538,0.480928,1.0836,2.0664
-7.848,-18.7288,0.6584,0.445964,37.3672,0.50512,1.1616,2.108
-7.838,-18.7188,0.6888,0.476568,39.1144,0.528932,1.24,2.144
-7.828,-18.7088,0.7164,0.50756,40.8168,0.550756,1.314,2.168
-7.818,-18.6988,0.742,0.538924,42.4784,0.571392,1.3864,2.192
-7.808,-18.6888,0.7644,0.56988,44.0588,0.591248,1.4596,2.196
-7.798,-18.6788,0.7852,0.600808,45.5096,0.60912,1.524,2.2
-7.788,-18.6688,0.8024,0.630112,46.7988,0.625396,1.5872,2.188
-7.778,-18.6588,0.8156,0.65778,47.8824,0.63888,1.6368,2.172
-7.768,-18.6488,0.8256,0.683832,48.844,0.650368,1.68,2.148
-7.758,-18.6388,0.8308,0.70588,49.5956,0.658656,1.716,2.112
-7.748,-18.6288,0.8336,0.731436,50.1456,0.66374,1.744,2.064
-7.738,-18.6188,0.8324,0.747824,50.4532,0.664812,1.76,2.008
-7.728,-18.6088,0.8292,0.767344,50.6756,0.66148,1.776,1.944
-7.718,-18.5988,0.8232,0.782052,50.6928,0.654936,1.784,1.872
-7.708,-18.5888,0.8152,0.799948,50.6328,0.644776,1.788,1.788
-7.698,-18.5788,0.8072,0.817432,50.5288,0.630996,1.792,1.704
-7.688,-18.5688,0.7992,0.834916,50.466,0.614404,1.8,1.6188
-7.678,-18.5588,0.792,0.8524,50.4444,0.595792,1.808,1.5276
-7.668,-18.5488,0.7856,0.8743,50.504,0.575968,1.82,1.442
-7.658,-18.5388,0.7812,0.901012,50.726,0.554924,1.836,1.354
-7.648,-18.5288,0.7796,0.928536,51.0292,0.533864,1.852,1.2756
-7.638,-18.5188,0.7788,0.96128,51.4948,0.51278,1.876,1.2016
-7.628,-18.5088,0.7788,0.994436,52.0416,0.492072,1.904,1.1284
-7.618,-18.4988,0.7808,1.02841,52.7092,0.47214,1.928,1.0648
-7.608,-18.4888,0.7828,1.06238,53.4176,0.45258,1.948,1.0084
-7.598,-18.4788,0.7844,1.09836,54.1256,0.433392,1.968,0.9512
-7.588,-18.4688,0.7864,1.13034,54.834,0.414976,1.988,0.9012
-7.578,-18.4588,0.7868,1.16632,55.5016,0.396128,1.996,0.854
-7.568,-18.4488,0.7868,1.1983,56.2096,0.377252,2.004,0.8092
-7.558,-18.4388,0.7864,1.23029,56.958,0.358748,2.004,0.766
-7.548,-18.4288,0.7864,1.2663,57.7872,0.339428,2,0.7248
-7.538,-18.4188,0.7864,1.30232,58.7792,0.320092,2,0.6852
-7.528,-18.4088,0.788,1.35036,60.054,0.301148,2.004,0.6472
-7.518,-18.3988,0.7916,1.40644,61.5336,0.2818,2.004,0.6108
-7.508,-18.3888,0.798,1.47056,63.4184,0.263252,2.016,0.5764
-7.498,-18.3788,0.8072,1.54272,65.6704,0.245508,2.028,0.5448
-7.488,-18.3688,0.8204,1.62693,68.37,0.228576,2.044,0.5152
-7.478,-18.3588,0.8356,1.72317,71.3988,0.212044,2.076,0.488
-7.468,-18.3488,0.8536,1.82345,74.7964,0.197128,2.112,0.4636
-7.458,-18.3388,0.8736,1.93575,78.524,0.183808,2.148,0.4416
-7.448,-18.3288,0.894,2.04805,82.3804,0.171288,2.184,0.4204
-7.438,-18.3188,0.9132,2.16036,86.2884,0.159564,2.216,0.4012
-7.428,-18.3088,0.9308,2.26864,89.7616,0.149432,2.236,0.3824
-7.418,-18.2988,0.9448,2.36088,93.12,0.140084,2.252,0.3648
-7.408,-18.2888,0.954,2.44104,96.204,0.131112,2.252,0.3464
-7.398,-18.2788,0.9576,2.50112,98.688,0.122532,2.236,0.3284
-7.388,-18.2688,0.9548,2.54116,100.372,0.11472,2.204,0.3096
-7.378,-18.2588,0.944,2.55312,101.252,0.107292,2.148,0.2896
-7.368,-18.2488,0.9256,2.537,100.92,0.099444,2.076,0.2696
-7.358,-18.2388,0.8984,2.49676,99.776,0.092056,1.984,0.2492
-7.348,-18.2288,0.8632,2.42844,97.58,0.084332,1.876,0.228
-7.338,-18.2188,0.8204,2.33204,94.324,0.077124,1.748,0.2064
-7.328,-18.2088,0.7704,2.21559,90.288,0.069708,1.616,0.1856
-7.318,-18.1988,0.7152,2.07108,85.108,0.062456,1.476,0.1644
-7.308,-18.1888,0.6552,1.91852,79.588,0.055408,1.328,0.14452
-7.298,-18.1788,0.5924,1.74993,73.012,0.048612,1.184,0.1254
-7.288,-18.1688,0.5284,1.57332,66.252,0.042112,1.0388,0.10756
-7.278,-18.1588,0.4644,1.39672,59.284,0.036068,0.9,0.0908
-7.268,-18.1488,0.402,1.22412,52.264,0.030488,0.7696,0.07572
-7.258,-18.1388,0.3428,1.05556,45.352,0.0254104,0.6484,0.06224
-7.248,-18.1288,0.28792,0.89502,38.8,0.0208732,0.5384,0.05052
-7.238,-18.1188,0.23808,0.747728,32.6892,0.016924,0.4408,0.04032
-7.228,-18.1088,0.1934,0.615284,27.0616,0.013436,0.356,0.03168
-7.218,-18.0988,0.1542,0.498084,22.0404,0.0105692,0.2824,0.02452
-7.208,-18.0888,0.12136,0.396544,17.7084,0.008142,0.2212,0.018692
-7.198,-18.0788,0.09388,0.31066,13.9464,0.0061836,0.1704,0.013956
-7.188,-18.0688,0.07104,0.238816,10.7948,0.0046084,0.1288,0.010252
-7.178,-18.0588,0.05292,0.181019,8.2344,0.0033776,0.09612,0.007416
-7.168,-18.0488,0.038752,0.134862,6.156,0.00242912,0.07048,0.00526
-7.158,-18.0388,0.027844,0.0983388,4.5232,0.0017168,0.05084,0.003668
-7.148,-18.0288,0.019668,0.070564,3.27084,0.00119112,0.036,0.002508
-7.138,-18.0188,0.013592,0.0497324,2.3178,0.00081044,0.02512,0.001686
-7.128,-18.0088,0.009268,0.0344396,1.61472,0.00054196,0.017196,0.00111
-7.118,-17.9988,0.00618,0.0233618,1.10056,0.00035544,0.011564,0.0007168
-7.108,-17.9888,0.00405,0.0155746,0.73824,0.00022852,0.007652,0.0004548
-7.098,-17.9788,0.0026024,0.0101959,0.48732,0.000144196,0.004972,0.0002828
-7.088,-17.9688,0.0016428,0.00655116,0.314588,8.9192e-05,0.003172,0.00017228
-7.078,-17.9588,0.0010156,0.00413064,0.19952,5.4112e-05,0.0019844,0.00010316
-7.068,-17.9488,0.0006168,0.00255309,0.124396,3.2172e-05,0.0012228,6.032e-05
-7.058,-17.9388,0.00036776,0.00154954,0.075872,1.87484e-05,0.0007364,3.468e-05
-7.048,-17.9288,0.00021496,0.000923304,0.045304,1.06956e-05,0.000436,1.954e-05
-7.038,-17.9188,0.00012292,0.000537136,0.0265744,6.0036e-06,0.0002536,1.0756e-05
-7.028,-17.9088,6.912e-05,0.000307513,0.0152816,3.2944e-06,0.00014436,5.82e-06
-7.018,-17.8988,3.81e-05,0.000172226,0.00863,1.77112e-06,8.08e-05,3.0824e-06
-7.008,-17.8888,2.0592e-05,9.47452e-05,0.0047628,9.3704e-07,4.432e-05,1.602e-06
-6.998,-17.8788,1.0904e-05,5.11068e-05,0.00258336,4.83e-07,2.388e-05,8.144e-07
-6.988,-17.8688,5.668e-06,2.69789e-05,0.00136916,2.44756e-07,1.258e-05,4.06e-07
-6.978,-17.8588,2.8864e-06,1.39715e-05,0.00071508,1.21352e-07,6.508e-06,1.9808e-07
-6.968,-17.8488,1.4416e-06,7.0942e-06,0.00036376,5.9024e-08,3.3e-06,9.46e-08
-6.958,-17.8388,7.068e-07,3.5291e-06,0.00018194,2.8148e-08,1.6368e-06,4.44e-08
-6.948,-17.8288,3.392e-07,1.71841e-06,8.9048e-05,1.31244e-08,7.988e-07,2.0384e-08
-6.938,-17.8188,1.5976e-07,8.20268e-07,4.2648e-05,6.0008e-09,3.812e-07,9.188e-09
-6.928,-17.8088,7.352e-08,3.83839e-07,2.00444e-05,2.6904e-09,1.7816e-07,4.04e-09
-6.918,-17.7988,3.324e-08,1.76261e-07,9.2064e-06,1.18024e-09,8.172e-08,1.7408e-09
-6.908,-17.7888,1.472e-08,7.91384e-08,4.1528e-06,5.0796e-10,3.672e-08,7.364e-10
-6.898,-17.7788,6.38e-09,3.47718e-08,1.83568e-06,2.13752e-10,1.61e-08,3.05e-10
-6.888,-17.7688,2.7136e-09,1.4977e-08,7.9192e-07,8.8304e-11,6.952e-09,1.234e-10
-6.878,-17.7588,1.1304e-09,6.31204e-09,3.35292e-07,3.5612e-11,2.9304e-09,4.904e-11
-6.868,-17.7488,4.612e-10,2.60597e-09,1.38736e-07,1.411e-11,1.2124e-09,1.9052e-11
-6.858,-17.7388,1.8384e-10,1.05604e-09,5.6376e-08,5.4496e-12,4.896e-10,7.212e-12
-6.848,-17.7288,7.188e-11,4.16403e-10,2.23428e-08,2.0626e-12,1.938e-10,2.6576e-12
-6.838,-17.7188,2.7236e-11,1.60624e-10,8.66e-09,7.3948e-13,7.472e-11,9.18e-13
-6.828,-17.7088,1.0072e-11,6.0756e-11,3.27856e-09,2.57496e-13,2.826e-11,3.0112e-13
-6.818,-17.6988,3.462e-12,2.19252e-11,1.19252e-09,7.4992e-14,1.0184e-11,6.952e-14
-6.808,-17.6888,1.1908e-12,7.56972e-12,4.2036e-10,2.38428e-14,3.52e-12,2.1528e-14
-6.798,-17.6788,3.8296e-13,2.56631e-12,1.43988e-10,5.7612e-15,1.2228e-12,2.6596e-15
-6.788,-17.6688,1.0144e-13,7.841e-13,4.42396e-11,6.4451e-26,3.9892e-13,2.4306e-25
-6.778,-17.6588,1.2288e-14,1.093e-13,6.507e-12,5.0314e-27,4.8452e-14,3.1132e-26
-6.768,-17.6488,0,0,0,0,0,0
-6.758,-17.6388,0,0,0,0,0,0
-6.748,-17.6288,0,0,0,0,0,0
-6.738,-17.6188,0,0,0,0,0,0
-6.728,-17.6088,0,0,0,0,0,0
-6.718,-17.5988,0,0,0,0,0,0
-6.708,-17.5888,0,0,0,0,0,0
-6.698,-17.5788,0,0,0,0,0,0
-6.688,-17.5688,0,0,0,0,0,0
-6.678,-17.5588,0,0,0,0,0,0
-6.668,-17.5488,0,0,0,0,0,0
-6.658,-17.5388,0,0,0,0,0,0
-6.648,-17.5288,0,0,0,0,0,0
-6.638,-17.5188,0,0,0,0,0,0
-6.628,-17.5088,0,0,0,0,0,0
-6.618,-17.4988,0,0,0,0,0,0
-6.608,-17.4888,0,0,0,0,0,0
-6.598,-17.4788,0,0,0,0,0,0
-6.588,-17.4688,0,0,0,0,0,0
-6.578,-17.4588,0,0,0,0,0,0
-6.568,-17.4488,0,0,0,0,0,0
-6.558,-17.4388,0,0,0,0,0,0
-6.548,-17.4288,0,0,0,0,0,0
-6.538,-17.4188,0,0,0,0,0,0
-6.528,-17.4088,0,0,0,0,0,0
-6.518,-17.3988,0,0,0,0,0,0
-6.508,-17.3888,0,0,0,0,0,0
-6.498,-17.3788,0,0,0,0,0,0
-6.488,-17.3688,0,0,0,0,0,0
-6.478,-17.3588,0,0,0,0,0,0
-6.468,-17.3488,0,0,0,0,0,0
-6.458,-17.3388,0,0,0,0,0,0
-6.448,-17.3288,0,0,0,0,0,0
-6.438,-17.3188,0,0,0,0,0,0
-6.428,-17.3088,0,0,0,0,0,0
-6.418,-17.2988,0,0,0,0,0,0
-6.408,-17.2888,0,0,0,0,0,0
-6.398,-17.2788,0,0,0,0,0,0
-6.388,-17.2688,0,0,0,0,0,0
-6.378,-17.2588,0,0,0,0,0,0
-6.368,-17.2488,0,0,0,0,0,0
-6.358,-17.2388,0,0,0,0,0,0
-6.348,-17.2288,0,0,0,0,0,0
-6.338,-17.2188,0,0,0,0,0,0
-6.328,-17.2088,0,0,0,0,0,0
-6.318,-17.1988,0,0,0,0,0,0
-6.308,-17.1888,0,0,0,0,0,0
-6.298,-17.1788,0,0,0,0,0,0
-6.288,-17.1688,0,0,0,0,0,0
-6.278,-17.1588,0,0,0,0,0,0
-6.268,-17.1488,0,0,0,0,0,0
-6.258,-17.1388,0,0,0,0,0,0
-6.248,-17.1288,0,0,0,0,0,0
-6.238,-17.1188,0,0,0,0,0,0
-6.228,-17.1088,0,0,0,0,0,0
-6.218,-17.0988,0,0,0,0,0,0
-6.208,-17.0888,0,0,0,0,0,0
-6.198,-17.0788,0,0,0,0,0,0
-6.188,-17.0688,0,0,0,0,0,0
-6.178,-17.0588,0,0,0,0,0,0
-6.168,-17.0488,0,0,0,0,0,0
-6.158,-17.0388,0,0,0,0,0,0
-6.148,-17.0288,0,0,0,0,0,0
-6.138,-17.0188,0,0,0,0,0,0
-6.128,-17.0088,0,0,0,0,0,0
-6.118,-16.9988,0,0,0,0,0,0
-6.108,-16.9888,0,0,0,0,0,0
-6.098,-16.9788,0,0,0,0,0,0
-6.088,-16.9688,0,0,0,0,0,0
-6.078,-16.9588,0,0,0,0,0,0
-6.068,-16.9488,0,0,0,0,0,0
-6.058,-16.9388,0,0,0,0,0,0
-6.048,-16.9288,0,0,0,0,0,0
-6.038,-16.9188,0,0,0,0,0,0
-6.028,-16.9088,0,0,0,0,0,0
-6.018,-16.8988,0,0,0,0,0,0
-6.008,-16.8888,0,0,0,0,0,0
-5.998,-16.8788,0,0,0,0,0,0
-5.988,-16.8688,0,0,0,0,0,0
-5.978,-16.8588,0,0,0,0,0,0
-5.968,-16.8488,0,0,0,0,0,0
-5.958,-16.8388,0,0,0,0,0,0
-5.948,-16.8288,0,0,0,0,0,0
-5.938,-16.8188,0,0,0,0,0,0
-5.928,-16.8088,0,0,0,0,0,0
-5.918,-16.7988,0,0,0,0,0,0
-5.908,-16.7888,0,0,0,0,0,0
-5.898,-16.7788,0,0,0,0,0,0
-5.888,-16.7688,0,0,0,0,0,0
-5.878,-16.7588,0,0,0,0,0,0
-5.868,-16.7488,0,0,0,0,0,0
-5.858,-16.7388,0,0,0,0,0,0
-5.848,-16.7288,0,0,0,0,0,0
-5.838,-16.7188,0,0,0,0,0,0
-5.828,-16.7088,0,0,0,0,0,0
-5.818,-16.6988,0,0,0,0,0,0
-5.808,-16.6888,0,0,0,0,0,0
-5.798,-16.6788,0,0,0,0,0,0
-5.788,-16.6688,0,0,0,0,0,0
-5.778,-16.6588,0,0,0,0,0,0
-5.768,-16.6488,0,0,0,0,0,0
-5.758,-16.6388,0,0,0,0,0,0
-5.748,-16.6288,0,0,0,0,0,0
-5.738,-16.6188,0,0,0,0,0,0
-5.728,-16.6088,0,0,0,0,0,0
-5.718,-16.5988,0,0,0,0,0,0
-5.708,-16.5888,0,0,0,0,0,0
-5.698,-16.5788,0,0,0,0,0,0
-5.688,-16.5688,0,0,0,0,0,0
-5.678,-16.5588,0,0,0,0,0,0
-5.668,-16.5488,0,0,0,0,0,0
-5.658,-16.5388,0,0,0,0,0,0
-5.648,-16.5288,0,0,0,0,0,0
-5.638,-16.5188,0,0,0,0,0,0
-5.628,-16.5088,0,0,0,0,0,0
-5.618,-16.4988,0,0,0,0,0,0
-5.608,-16.4888,0,0,0,0,0,0
-5.598,-16.4788,0,0,0,0,0,0
-5.588,-16.4688,0,0,0,0,0,0
-5.578,-16.4588,0,0,0,0,0,0
-5.568,-16.4488,0,0,0,0,0,0
-5.558,-16.4388,0,0,0,0,0,0
-5.548,-16.4288,0,0,0,0,0,0
-5.538,-16.4188,0,0,0,0,0,0
-5.528,-16.4088,0,0,0,0,0,0
-5.518,-16.3988,0,0,0,0,0,0
-5.508,-16.3888,0,0,0,0,0,0
-5.498,-16.3788,0,0,0,0,0,0
-5.488,-16.3688,0,0,0,0,0,0
-5.478,-16.3588,0,0,0,0,0,0
-5.468,-16.3488,0,0,0,0,0,0
-5.458,-16.3388,0,0,0,0,0,0
-5.448,-16.3288,0,0,0,0,0,0
-5.438,-16.3188,0,0,0,0,0,0
-5.428,-16.3088,0,0,0,0,0,0
-5.418,-16.2988,0,0,0,0,0,0
-5.408,-16.2888,0,0,0,0,0,0
-5.398,-16.2788,0,0,0,0,0,0
-5.388,-16.2688,0,0,0,0,0,0
-5.378,-16.2588,0,0,0,0,0,0
-5.368,-16.2488,0,0,0,0,0,0
-5.358,-16.2388,0,0,0,0,0,0
-5.348,-16.2288,0,0,0,0,0,0
-5.338,-16.2188,0,0,0,0,0,0
-5.328,-16.2088,0,0,0,0,0,0
-5.318,-16.1988,0,0,0,0,0,0
-5.308,-16.1888,0,0,0,0,0,0
-5.298,-16.1788,0,0,0,0,0,0
-5.288,-16.1688,0,0,0,0,0,0
-5.278,-16.1588,0,0,0,0,0,0
-5.268,-16.1488,0,0,0,0,0,0
-5.258,-16.1388,0,0,0,0,0,0
-5.248,-16.1288,0,0,0,0,0,0
-5.238,-16.1188,0,0,0,0,0,0
-5.228,-16.1088,0,0,0,0,0,0
-5.218,-16.0988,0,0,0,0,0,0
-5.208,-16.0888,0,0,0,0,0,0
-5.198,-16.0788,0,0,0,0,0,0
-5.188,-16.0688,0,0,0,0,0,0
-5.178,-16.0588,0,0,0,0,0,0
-5.168,-16.0488,0,0,0,0,0,0
-5.158,-16.0388,0,0,0,0,0,0
-5.148,-16.0288,0,0,0,0,0,0
-5.138,-16.0188,0,0,0,0,0,0
-5.128,-16.0088,0,0,0,0,0,0
-5.118,-15.9988,0,0,0,0,0,0
-5.108,-15.9888,0,0,0,0,0,0
-5.098,-15.9788,0,0,0,0,0,0
