# li2o_mp-1960 PDOS summed by element+orbital (QE projwfc.x). Columns are states/eV. VBM 2.795 eV. Gap is the fixed-occ nscf value (4.986 eV), not a DOS threshold.
E_eV,E_minus_VBM_eV,Li_p,Li_s,O_p,O_s
20.367,17.5725,0.446,0.41802,0.0207,0.00321
20.377,17.5825,0.498,0.43264,0.0238,0.00343
20.387,17.5925,0.552,0.44926,0.027,0.00362
20.397,17.6025,0.602,0.45976,0.0301,0.00377
20.407,17.6125,0.648,0.468,0.0331,0.00388
20.417,17.6225,0.688,0.4702,0.0358,0.00393
20.427,17.6325,0.716,0.46598,0.0382,0.00392
20.437,17.6425,0.736,0.45344,0.04,0.00383
20.447,17.6525,0.744,0.43458,0.0414,0.00368
20.457,17.6625,0.742,0.40742,0.0421,0.00346
20.467,17.6725,0.728,0.37404,0.0423,0.0032
20.477,17.6825,0.708,0.33846,0.042,0.00291
20.487,17.6925,0.682,0.29878,0.0413,0.0026
20.497,17.7025,0.65,0.26108,0.0401,0.00229
20.507,17.7125,0.62,0.22344,0.0387,0.002
20.517,17.7225,0.59,0.18748,0.0372,0.00173
20.527,17.7325,0.564,0.1559,0.0356,0.0015
20.537,17.7425,0.544,0.1289,0.0341,0.00132
20.547,17.7525,0.53,0.10668,0.0327,0.00119
20.557,17.7625,0.522,0.08908,0.0316,0.00109
20.567,17.7725,0.522,0.07604,0.0307,0.00104
20.577,17.7825,0.528,0.0668,0.03,0.00102
20.587,17.7925,0.538,0.06088,0.0295,0.00102
20.597,17.8025,0.554,0.057704,0.0292,0.00104
20.607,17.8125,0.57,0.056424,0.0289,0.00106
20.617,17.8225,0.588,0.056828,0.0285,0.00108
20.627,17.8325,0.604,0.058304,0.0281,0.00109
20.637,17.8425,0.62,0.06084,0.0275,0.00109
20.647,17.8525,0.636,0.06386,0.0267,0.00107
20.657,17.8625,0.648,0.06792,0.0257,0.00103
20.667,17.8725,0.662,0.07244,0.0245,0.00097
20.677,17.8825,0.676,0.07784,0.0231,0.000897
20.687,17.8925,0.688,0.08428,0.0217,0.000812
20.697,17.9025,0.704,0.09138,0.0202,0.00072
20.707,17.9125,0.718,0.09912,0.0188,0.000625
20.717,17.9225,0.734,0.10728,0.0175,0.000531
20.727,17.9325,0.748,0.11544,0.0163,0.000442
20.737,17.9425,0.758,0.12338,0.0152,0.00036
20.747,17.9525,0.764,0.13004,0.0143,0.000288
20.757,17.9625,0.762,0.1354,0.0135,0.000226
20.767,17.9725,0.754,0.13864,0.0127,0.000174
20.777,17.9825,0.734,0.13974,0.0119,0.000131
20.787,17.9925,0.706,0.1381,0.0112,9.78e-05
20.797,18.0025,0.668,0.1339,0.0104,7.18e-05
20.807,18.0125,0.62,0.12716,0.00959,5.21e-05
20.817,18.0225,0.566,0.11828,0.00871,3.75e-05
20.827,18.0325,0.508,0.10792,0.0078,2.69e-05
20.837,18.0425,0.446,0.09628,0.00687,1.92e-05
20.847,18.0525,0.384,0.08402,0.00594,1.37e-05
20.857,18.0625,0.324,0.07176,0.00504,9.79e-06
20.867,18.0725,0.268,0.0601,0.00419,7.03e-06
20.877,18.0825,0.218,0.0491,0.00342,5.08e-06
20.887,18.0925,0.1724,0.03936,0.00273,3.69e-06
20.897,18.1025,0.134,0.030896,0.00213,2.72e-06
20.907,18.1125,0.1018,0.0237,0.00163,2.06e-06
20.917,18.1225,0.0758,0.017714,0.00122,1.67e-06
20.927,18.1325,0.0554,0.013036,0.000897,1.53e-06
20.937,18.1425,0.0396,0.009416,0.000647,1.69e-06
20.947,18.1525,0.0278,0.006726,0.00046,2.23e-06
20.957,18.1625,0.0193,0.004838,0.000328,3.3e-06
20.967,18.1725,0.0134,0.0036034,0.00024,5.16e-06
20.977,18.1825,0.00962,0.002938,0.000192,8.2e-06
20.987,18.1925,0.00754,0.002817,0.000181,1.3e-05
20.997,18.2025,0.00696,0.0031982,0.000208,2.02e-05
21.007,18.2125,0.00782,0.0041824,0.00028,3.11e-05
21.017,18.2225,0.0102,0.0058518,0.000407,4.69e-05
21.027,18.2325,0.0144,0.008392,0.000609,6.97e-05
21.037,18.2425,0.0208,0.012052,0.000913,0.000102
21.047,18.2525,0.0304,0.0171,0.00135,0.000146
21.057,18.2625,0.0436,0.023992,0.00198,0.000205
21.067,18.2725,0.0614,0.032902,0.00283,0.000284
21.077,18.2825,0.0854,0.044708,0.00399,0.000386
21.087,18.2925,0.1166,0.05942,0.00552,0.000516
21.097,18.3025,0.1562,0.07768,0.0075,0.000678
21.107,18.3125,0.206,0.09988,0.01,0.000875
21.117,18.3225,0.266,0.12622,0.0131,0.00111
21.127,18.3325,0.336,0.15674,0.0168,0.00138
21.137,18.3425,0.418,0.19122,0.0212,0.00169
21.147,18.3525,0.512,0.22822,0.0262,0.00203
21.157,18.3625,0.614,0.26974,0.0319,0.0024
21.167,18.3725,0.724,0.31132,0.038,0.00278
21.177,18.3825,0.838,0.35492,0.0445,0.00316
21.187,18.3925,0.954,0.39646,0.0512,0.00352
21.197,18.4025,1.066,0.4339,0.0579,0.00385
21.207,18.4125,1.17,0.46716,0.0643,0.00413
21.217,18.4225,1.264,0.49418,0.0702,0.00435
21.227,18.4325,1.34,0.5149,0.0753,0.0045
21.237,18.4425,1.4,0.52528,0.0795,0.00455
21.247,18.4525,1.438,0.52934,0.0825,0.00452
21.257,18.4625,1.454,0.52304,0.0843,0.0044
21.267,18.4725,1.448,0.5064,0.0849,0.0042
21.277,18.4825,1.42,0.4855,0.0841,0.00393
21.287,18.4925,1.372,0.45636,0.0822,0.00361
21.297,18.5025,1.308,0.42304,0.0791,0.00324
21.307,18.5125,1.228,0.38564,0.075,0.00286
21.317,18.5225,1.138,0.34818,0.0701,0.00248
21.327,18.5325,1.042,0.31074,0.0647,0.0021
21.337,18.5425,0.94,0.27338,0.0588,0.00175
21.347,18.5525,0.838,0.23816,0.0527,0.00143
21.357,18.5625,0.738,0.20668,0.0466,0.00116
21.367,18.5725,0.644,0.17902,0.0406,0.000924
21.377,18.5825,0.556,0.15614,0.0349,0.000734
21.387,18.5925,0.478,0.1379,0.0297,0.000586
21.397,18.6025,0.41,0.1249,0.025,0.000476
21.407,18.6125,0.354,0.11692,0.0209,0.0004
21.417,18.6225,0.312,0.11378,0.0174,0.000354
21.427,18.6325,0.28,0.11502,0.0147,0.000333
21.437,18.6425,0.262,0.12044,0.0125,0.000332
21.447,18.6525,0.256,0.1288,0.011,0.000346
21.457,18.6625,0.258,0.13966,0.0101,0.000371
21.467,18.6725,0.268,0.15174,0.00961,0.000403
21.477,18.6825,0.286,0.1642,0.00955,0.000436
21.487,18.6925,0.306,0.17556,0.00978,0.000469
21.497,18.7025,0.328,0.1854,0.0102,0.000498
21.507,18.7125,0.35,0.19248,0.0108,0.000521
21.517,18.7225,0.368,0.19632,0.0113,0.000536
21.527,18.7325,0.38,0.19696,0.0118,0.000545
21.537,18.7425,0.388,0.19418,0.0122,0.000547
21.547,18.7525,0.388,0.18882,0.0124,0.000545
21.557,18.7625,0.382,0.1811,0.0124,0.000542
21.567,18.7725,0.37,0.1725,0.0122,0.000542
21.577,18.7825,0.35,0.16388,0.0118,0.00055
21.587,18.7925,0.326,0.15628,0.0113,0.000568
21.597,18.8025,0.3,0.1508,0.0107,0.000601
21.607,18.8125,0.272,0.14844,0.01,0.000652
21.617,18.8225,0.244,0.14948,0.0094,0.000721
21.627,18.8325,0.218,0.1543,0.00881,0.00081
21.637,18.8425,0.1946,0.16252,0.0083,0.000915
21.647,18.8525,0.174,0.1739,0.00789,0.00103
21.657,18.8625,0.1572,0.1876,0.00759,0.00116
21.667,18.8725,0.1438,0.20218,0.00737,0.00128
21.677,18.8825,0.1336,0.21616,0.00723,0.0014
21.687,18.8925,0.1262,0.2287,0.00714,0.0015
21.697,18.9025,0.121,0.23912,0.00705,0.00158
21.707,18.9125,0.117,0.24538,0.00693,0.00163
21.717,18.9225,0.1136,0.24744,0.00676,0.00165
21.727,18.9325,0.1106,0.24328,0.00653,0.00163
21.737,18.9425,0.1072,0.2369,0.00621,0.00158
21.747,18.9525,0.1032,0.22432,0.00581,0.0015
21.757,18.9625,0.0986,0.20716,0.00535,0.00139
21.767,18.9725,0.0932,0.18806,0.00482,0.00126
21.777,18.9825,0.0872,0.1669,0.00427,0.00112
21.787,18.9925,0.0808,0.14508,0.00371,0.000972
21.797,19.0025,0.074,0.12348,0.00316,0.000826
21.807,19.0125,0.0672,0.10294,0.00265,0.000687
21.817,19.0225,0.0606,0.08428,0.00219,0.000559
21.827,19.0325,0.0542,0.06792,0.00181,0.000446
21.837,19.0425,0.0486,0.05428,0.0015,0.000349
21.847,19.0525,0.0438,0.043564,0.00129,0.000268
21.857,19.0625,0.0402,0.035578,0.00117,0.000204
21.867,19.0725,0.038,0.030312,0.00115,0.000155
21.877,19.0825,0.0376,0.027962,0.00124,0.000119
21.887,19.0925,0.0392,0.027916,0.00143,9.51e-05
21.897,19.1025,0.043,0.030166,0.00173,8.06e-05
21.907,19.1125,0.0496,0.034502,0.00214,7.42e-05
21.917,19.1225,0.0586,0.040714,0.00266,7.44e-05
21.927,19.1325,0.0706,0.048588,0.00327,7.96e-05
21.937,19.1425,0.0854,0.05772,0.00397,8.86e-05
21.947,19.1525,0.1024,0.06768,0.00472,0.0001
21.957,19.1625,0.1214,0.07784,0.00551,0.000113
21.967,19.1725,0.1416,0.08802,0.0063,0.000127
21.977,19.1825,0.1624,0.09756,0.00705,0.00014
21.987,19.1925,0.1824,0.10586,0.00772,0.000152
21.997,19.2025,0.2,0.1123,0.00828,0.000161
22.007,19.2125,0.216,0.11664,0.00869,0.000168
22.017,19.2225,0.228,0.11852,0.00893,0.000172
22.027,19.2325,0.236,0.1179,0.00898,0.000172
22.037,19.2425,0.24,0.11478,0.00883,0.00017
22.047,19.2525,0.238,0.10958,0.00851,0.000166
22.057,19.2625,0.232,0.10254,0.00804,0.000161
22.067,19.2725,0.22,0.09422,0.00744,0.000155
22.077,19.2825,0.208,0.0853,0.00677,0.00015
22.087,19.2925,0.1916,0.07636,0.00606,0.000147
22.097,19.3025,0.175,0.06786,0.00538,0.000148
22.107,19.3125,0.159,0.0606,0.00476,0.000153
22.117,19.3225,0.1446,0.055196,0.00425,0.000164
22.127,19.3325,0.133,0.051678,0.00391,0.00018
22.137,19.3425,0.125,0.050854,0.00375,0.000203
22.147,19.3525,0.1214,0.052736,0.00383,0.000233
22.157,19.3625,0.1226,0.05754,0.00417,0.000269
22.167,19.3725,0.129,0.06524,0.00479,0.000311
22.177,19.3825,0.1404,0.07588,0.0057,0.000358
22.187,19.3925,0.1566,0.08964,0.00691,0.000409
22.197,19.4025,0.1772,0.1059,0.00838,0.000463
22.207,19.4125,0.202,0.12426,0.0101,0.000519
22.217,19.4225,0.228,0.14428,0.012,0.000574
22.227,19.4325,0.256,0.16514,0.014,0.000626
22.237,19.4425,0.284,0.1858,0.0161,0.000674
22.247,19.4525,0.31,0.20564,0.0181,0.000716
22.257,19.4625,0.334,0.223,0.0199,0.000749
22.267,19.4725,0.354,0.23764,0.0215,0.000771
22.277,19.4825,0.37,0.25012,0.0226,0.000782
22.287,19.4925,0.378,0.25644,0.0234,0.000781
22.297,19.5025,0.382,0.25858,0.0236,0.000767
22.307,19.5125,0.38,0.25656,0.0234,0.000743
22.317,19.5225,0.372,0.24838,0.0227,0.000709
22.327,19.5325,0.362,0.2401,0.0216,0.000668
22.337,19.5425,0.35,0.22776,0.0202,0.000624
22.347,19.5525,0.34,0.21542,0.0186,0.000581
22.357,19.5625,0.332,0.20374,0.0169,0.000543
22.367,19.5725,0.328,0.19418,0.0152,0.000515
22.377,19.5825,0.332,0.1878,0.0137,0.0005
22.387,19.5925,0.342,0.18564,0.0125,0.000502
22.397,19.6025,0.362,0.1881,0.0116,0.000525
22.407,19.6125,0.39,0.1958,0.011,0.000568
22.417,19.6225,0.426,0.2081,0.0108,0.000633
22.427,19.6325,0.468,0.2244,0.0109,0.000718
22.437,19.6425,0.516,0.24362,0.0114,0.00082
22.447,19.6525,0.564,0.26488,0.012,0.000935
22.457,19.6625,0.61,0.28814,0.0128,0.00106
22.467,19.6725,0.654,0.30728,0.0137,0.00118
22.477,19.6825,0.69,0.32622,0.0145,0.00129
22.487,19.6925,0.718,0.33892,0.0152,0.00139
22.497,19.7025,0.734,0.34732,0.0157,0.00146
22.507,19.7125,0.74,0.34736,0.0159,0.00151
22.517,19.7225,0.734,0.34304,0.0159,0.00153
22.527,19.7325,0.716,0.33236,0.0155,0.00151
22.537,19.7425,0.686,0.31538,0.0148,0.00147
22.547,19.7525,0.65,0.29214,0.0139,0.00139
22.557,19.7625,0.604,0.26668,0.0127,0.00129
22.567,19.7725,0.556,0.23708,0.0114,0.00117
22.577,19.7825,0.504,0.20782,0.0101,0.00104
22.587,19.7925,0.452,0.17778,0.00868,0.000903
22.597,19.8025,0.4,0.1492,0.00733,0.000768
22.607,19.8125,0.352,0.12254,0.00607,0.000639
22.617,19.8225,0.306,0.09842,0.00493,0.00052
22.627,19.8325,0.266,0.07746,0.00394,0.000415
22.637,19.8425,0.228,0.0597,0.0031,0.000325
22.647,19.8525,0.1956,0.04508,0.00243,0.00025
22.657,19.8625,0.168,0.03324,0.00191,0.000192
22.667,19.8725,0.145,0.024132,0.00155,0.000148
22.677,19.8825,0.127,0.017064,0.00133,0.000118
22.687,19.8925,0.1144,0.011836,0.00125,0.000101
22.697,19.9025,0.1076,0.008048,0.00131,9.8e-05
22.707,19.9125,0.107,0.00538,0.00151,0.000108
22.717,19.9225,0.1128,0.0035376,0.00184,0.000131
22.727,19.9325,0.1258,0.00231,0.00231,0.000168
22.737,19.9425,0.1462,0.0015368,0.00293,0.000222
22.747,19.9525,0.174,0.0010626,0.00368,0.000292
22.757,19.9625,0.208,0.0008004,0.00456,0.00038
22.767,19.9725,0.25,0.0006822,0.00555,0.000486
22.777,19.9825,0.296,0.0006594,0.00662,0.000609
22.787,19.9925,0.346,0.0007002,0.00773,0.000748
22.797,20.0025,0.398,0.0007814,0.00884,0.000899
22.807,20.0125,0.448,0.000886,0.00989,0.00106
22.817,20.0225,0.496,0.001003,0.0108,0.00122
22.827,20.0325,0.536,0.0011202,0.0116,0.00137
22.837,20.0425,0.566,0.0012288,0.0121,0.00151
22.847,20.0525,0.586,0.0013206,0.0125,0.00162
22.857,20.0625,0.594,0.0013888,0.0125,0.00171
22.867,20.0725,0.59,0.0014312,0.0123,0.00176
22.877,20.0825,0.572,0.001442,0.0118,0.00177
22.887,20.0925,0.542,0.0014206,0.0111,0.00175
22.897,20.1025,0.504,0.0013716,0.0102,0.00168
22.907,20.1125,0.458,0.0012928,0.00913,0.00159
22.917,20.1225,0.408,0.0011928,0.00803,0.00147
22.927,20.1325,0.354,0.0010776,0.00691,0.00132
22.937,20.1425,0.302,0.00095,0.00582,0.00117
22.947,20.1525,0.252,0.000822,0.00479,0.00101
22.957,20.1625,0.206,0.0006942,0.00386,0.000852
22.967,20.1725,0.1636,0.000573,0.00304,0.000704
22.977,20.1825,0.1276,0.0004642,0.00235,0.000569
22.987,20.1925,0.0974,0.0003684,0.00177,0.00045
22.997,20.2025,0.0728,0.0002874,0.00131,0.000348
23.007,20.2125,0.0532,0.0002233,0.000945,0.000264
23.017,20.2225,0.038,0.00017508,0.000668,0.000195
23.027,20.2325,0.0266,0.0001435,0.000462,0.000142
23.037,20.2425,0.01824,0.00013078,0.000313,0.000101
23.047,20.2525,0.01224,0.00013948,0.000209,7.18e-05
23.057,20.2625,0.00806,0.00017488,0.000137,5.12e-05
23.067,20.2725,0.00522,0.00024494,9.01e-05,3.82e-05
23.077,20.2825,0.00338,0.00036352,6.11e-05,3.17e-05
23.087,20.2925,0.00224,0.00054376,4.54e-05,3.11e-05
23.097,20.3025,0.001588,0.0008102,4e-05,3.64e-05
23.107,20.3125,0.001316,0.0011874,4.31e-05,4.84e-05
23.117,20.3225,0.001334,0.0017084,5.43e-05,6.81e-05
23.127,20.3325,0.00161,0.0023998,7.38e-05,9.75e-05
23.137,20.3425,0.00214,0.0033228,0.000103,0.000139
23.147,20.3525,0.00296,0.0044922,0.000143,0.000195
23.157,20.3625,0.00412,0.0059288,0.000197,0.00027
23.167,20.3725,0.0057,0.0076532,0.000267,0.000366
23.177,20.3825,0.00778,0.009686,0.000355,0.000488
23.187,20.3925,0.01048,0.011986,0.000462,0.000636
23.197,20.4025,0.01388,0.014534,0.000591,0.000814
23.207,20.4125,0.01812,0.017228,0.00074,0.00102
23.217,20.4225,0.0232,0.019984,0.00091,0.00126
23.227,20.4325,0.0294,0.022604,0.0011,0.00151
23.237,20.4425,0.0366,0.02528,0.0013,0.00179
23.247,20.4525,0.0448,0.027554,0.0015,0.00207
23.257,20.4625,0.0538,0.029218,0.00171,0.00235
23.267,20.4725,0.0636,0.030674,0.00191,0.00261
23.277,20.4825,0.0738,0.031316,0.00208,0.00285
23.287,20.4925,0.0842,0.031546,0.00223,0.00304
23.297,20.5025,0.0942,0.030962,0.00235,0.00318
23.307,20.5125,0.1036,0.029962,0.00242,0.00327
23.317,20.5225,0.1118,0.02855,0.00244,0.00328
23.327,20.5325,0.1186,0.026726,0.00242,0.00323
23.337,20.5425,0.1236,0.024692,0.00236,0.00312
23.347,20.5525,0.1266,0.022654,0.00225,0.00296
23.357,20.5625,0.1276,0.020794,0.00212,0.00275
23.367,20.5725,0.1268,0.019156,0.00196,0.00252
23.377,20.5825,0.1248,0.017944,0.00178,0.00227
23.387,20.5925,0.1216,0.017262,0.00161,0.00202
23.397,20.6025,0.118,0.017174,0.00144,0.00179
23.407,20.6125,0.1146,0.01774,0.00129,0.00158
23.417,20.6225,0.1116,0.018964,0.00117,0.0014
23.427,20.6325,0.11,0.020786,0.00107,0.00127
23.437,20.6425,0.1094,0.023244,0.001,0.00117
23.447,20.6525,0.1104,0.026116,0.00096,0.00111
23.457,20.6625,0.1126,0.0294,0.000943,0.00108
23.467,20.6725,0.1156,0.032486,0.000944,0.00107
23.477,20.6825,0.1192,0.035772,0.000959,0.00109
23.487,20.6925,0.1228,0.03845,0.000981,0.00111
23.497,20.7025,0.1256,0.040914,0.001,0.00114
23.507,20.7125,0.1272,0.042358,0.00102,0.00117
23.517,20.7225,0.1272,0.04318,0.00103,0.00118
23.527,20.7325,0.1252,0.043176,0.00103,0.00119
23.537,20.7425,0.1212,0.04215,0.00103,0.00119
23.547,20.7525,0.1152,0.0405,0.00101,0.00119
23.557,20.7625,0.1074,0.038034,0.001,0.0012
23.567,20.7725,0.0984,0.03536,0.000995,0.00122
23.577,20.7825,0.0884,0.03208,0.001,0.00126
23.587,20.7925,0.0782,0.029008,0.00104,0.00134
23.597,20.8025,0.0682,0.02595,0.0011,0.00147
23.607,20.8125,0.059,0.023512,0.0012,0.00165
23.617,20.8225,0.051,0.021504,0.00135,0.0019
23.627,20.8325,0.0446,0.02005,0.00154,0.00222
23.637,20.8425,0.0398,0.019456,0.00179,0.0026
23.647,20.8525,0.0368,0.019724,0.00208,0.00305
23.657,20.8625,0.036,0.020858,0.00242,0.00354
23.667,20.8725,0.0372,0.022858,0.0028,0.00408
23.677,20.8825,0.0402,0.025706,0.00321,0.00464
23.687,20.8925,0.0454,0.0296,0.00364,0.00519
23.697,20.9025,0.0526,0.03414,0.00408,0.00573
23.707,20.9125,0.0618,0.03972,0.00452,0.00622
23.717,20.9225,0.0728,0.04596,0.00496,0.00665
23.727,20.9325,0.0854,0.05282,0.00538,0.00699
23.737,20.9425,0.1,0.06032,0.00579,0.00724
23.747,20.9525,0.1158,0.06842,0.00618,0.00739
23.757,20.9625,0.133,0.07674,0.00654,0.00743
23.767,20.9725,0.151,0.08526,0.00688,0.00736
23.777,20.9825,0.1696,0.09336,0.00719,0.0072
23.787,20.9925,0.1884,0.101,0.00747,0.00695
23.797,21.0025,0.206,0.1078,0.00773,0.00662
23.807,21.0125,0.224,0.1133,0.00796,0.00625
23.817,21.0225,0.242,0.1173,0.00816,0.00583
23.827,21.0325,0.256,0.11938,0.00832,0.00538
23.837,21.0425,0.27,0.11954,0.00845,0.00493
23.847,21.0525,0.282,0.11758,0.00854,0.00449
23.857,21.0625,0.292,0.1137,0.00859,0.00406
23.867,21.0725,0.298,0.1079,0.0086,0.00365
23.877,21.0825,0.304,0.10042,0.00856,0.00327
23.887,21.0925,0.306,0.09188,0.00847,0.00291
23.897,21.1025,0.306,0.08248,0.00833,0.00258
23.907,21.1125,0.302,0.07246,0.00813,0.00228
23.917,21.1225,0.296,0.06264,0.00787,0.002
23.927,21.1325,0.288,0.05306,0.00755,0.00175
23.937,21.1425,0.276,0.0441,0.00716,0.00152
23.947,21.1525,0.26,0.036,0.0067,0.0013
23.957,21.1625,0.242,0.028764,0.0062,0.00111
23.967,21.1725,0.222,0.022586,0.00565,0.000928
23.977,21.1825,0.2,0.017388,0.00507,0.000768
23.987,21.1925,0.1784,0.01315,0.00447,0.000626
23.997,21.2025,0.1556,0.009762,0.00388,0.000503
24.007,21.2125,0.1332,0.00712,0.00331,0.000397
24.017,21.2225,0.112,0.005096,0.00277,0.000307
24.027,21.2325,0.0924,0.003604,0.00227,0.000234
24.037,21.2425,0.0746,0.0025182,0.00183,0.000175
24.047,21.2525,0.0592,0.0017618,0.00145,0.000128
24.057,21.2625,0.0462,0.0012638,0.00113,9.31e-05
24.067,21.2725,0.0356,0.0009752,0.000865,6.7e-05
24.077,21.2825,0.0274,0.0008624,0.000661,4.88e-05
24.087,21.2925,0.0214,0.0009128,0.00051,3.72e-05
24.097,21.3025,0.01734,0.001129,0.000409,3.12e-05
24.107,21.3125,0.0153,0.0015288,0.000355,3.05e-05
24.117,21.3225,0.01514,0.0021488,0.000344,3.48e-05
24.127,21.3325,0.01688,0.003032,0.000377,4.45e-05
24.137,21.3425,0.0206,0.004244,0.000453,6.02e-05
24.147,21.3525,0.0262,0.005824,0.000575,8.31e-05
24.157,21.3625,0.0342,0.007834,0.000744,0.000115
24.167,21.3725,0.0442,0.01036,0.000962,0.000156
24.177,21.3825,0.0568,0.013382,0.00123,0.00021
24.187,21.3925,0.0716,0.016982,0.00155,0.000278
24.197,21.4025,0.0884,0.021072,0.00192,0.000361
24.207,21.4125,0.1074,0.025672,0.00232,0.000462
24.217,21.4225,0.1278,0.0306,0.00276,0.000582
24.227,21.4325,0.149,0.03574,0.00322,0.00072
24.237,21.4425,0.1702,0.04088,0.00368,0.000877
24.247,21.4525,0.1908,0.046,0.00413,0.00105
24.257,21.4625,0.21,0.05066,0.00455,0.00124
24.267,21.4725,0.226,0.05488,0.00492,0.00145
24.277,21.4825,0.24,0.05844,0.00524,0.00167
24.287,21.4925,0.248,0.0611,0.00551,0.00189
24.297,21.5025,0.254,0.06272,0.00571,0.00212
24.307,21.5125,0.254,0.06344,0.00586,0.00236
24.317,21.5225,0.252,0.0633,0.00596,0.0026
24.327,21.5325,0.244,0.0621,0.00604,0.00284
24.337,21.5425,0.234,0.06046,0.00612,0.00309
24.347,21.5525,0.22,0.0582,0.0062,0.00335
24.357,21.5625,0.206,0.05592,0.00632,0.00361
24.367,21.5725,0.1904,0.05324,0.00649,0.00389
24.377,21.5825,0.1746,0.05076,0.0067,0.00418
24.387,21.5925,0.159,0.048714,0.00697,0.00447
24.397,21.6025,0.1444,0.04689,0.00728,0.00477
24.407,21.6125,0.131,0.0455,0.00762,0.00505
24.417,21.6225,0.119,0.04454,0.00796,0.00532
24.427,21.6325,0.1084,0.04381,0.00829,0.00556
24.437,21.6425,0.0992,0.043706,0.00858,0.00575
24.447,21.6525,0.091,0.043628,0.00881,0.00589
24.457,21.6625,0.084,0.043568,0.00897,0.00598
24.467,21.6725,0.078,0.043728,0.00906,0.00601
24.477,21.6825,0.0726,0.043702,0.00908,0.006
24.487,21.6925,0.0678,0.04349,0.00906,0.00595
24.497,21.7025,0.0636,0.043292,0.00901,0.00588
24.507,21.7125,0.0602,0.042906,0.00897,0.00582
24.517,21.7225,0.0578,0.042334,0.00895,0.00577
24.527,21.7325,0.0562,0.041574,0.00899,0.00575
24.537,21.7425,0.0558,0.040826,0.00909,0.00578
24.547,21.7525,0.0568,0.039888,0.00927,0.00585
24.557,21.7625,0.059,0.038756,0.00951,0.00596
24.567,21.7725,0.0626,0.037626,0.00979,0.00611
24.577,21.7825,0.0678,0.036492,0.0101,0.00626
24.587,21.7925,0.074,0.03515,0.0104,0.0064
24.597,21.8025,0.0812,0.033596,0.0106,0.00651
24.607,21.8125,0.0894,0.031822,0.0107,0.00655
24.617,21.8225,0.0978,0.030028,0.0107,0.00652
24.627,21.8325,0.1064,0.02781,0.0106,0.00639
24.637,21.8425,0.1146,0.025568,0.0103,0.00616
24.647,21.8525,0.122,0.023306,0.00989,0.00585
24.657,21.8625,0.1282,0.020964,0.00932,0.00545
24.667,21.8725,0.1326,0.018672,0.00865,0.005
24.677,21.8825,0.1352,0.016496,0.0079,0.0045
24.687,21.8925,0.1358,0.01454,0.00713,0.004
24.697,21.9025,0.1342,0.012852,0.00636,0.00352
24.707,21.9125,0.1306,0.011542,0.00564,0.00307
24.717,21.9225,0.1254,0.010632,0.00501,0.00269
24.727,21.9325,0.1186,0.010166,0.00449,0.00238
24.737,21.9425,0.1112,0.01017,0.0041,0.00216
24.747,21.9525,0.1036,0.010622,0.00386,0.00204
24.757,21.9625,0.0968,0.011504,0.00378,0.002
24.767,21.9725,0.0914,0.012768,0.00385,0.00205
24.777,21.9825,0.0884,0.014314,0.00408,0.00217
24.787,21.9925,0.0886,0.016072,0.00446,0.00236
24.797,22.0025,0.0926,0.017916,0.00497,0.00259
24.807,22.0125,0.1012,0.019738,0.0056,0.00285
24.817,22.0225,0.1146,0.02141,0.00633,0.00313
24.827,22.0325,0.1332,0.022762,0.00714,0.0034
24.837,22.0425,0.157,0.023832,0.00802,0.00366
24.847,22.0525,0.1856,0.024674,0.00894,0.0039
24.857,22.0625,0.218,0.024888,0.00988,0.00412
24.867,22.0725,0.254,0.024674,0.0108,0.0043
24.877,22.0825,0.292,0.024236,0.0118,0.00447
24.887,22.0925,0.33,0.023582,0.0127,0.00462
24.897,22.1025,0.366,0.022516,0.0136,0.00476
24.907,22.1125,0.398,0.021652,0.0144,0.00491
24.917,22.1225,0.426,0.020816,0.0152,0.00509
24.927,22.1325,0.448,0.020216,0.016,0.00531
24.937,22.1425,0.46,0.019962,0.0167,0.00558
24.947,22.1525,0.464,0.020118,0.0175,0.00591
24.957,22.1625,0.46,0.020786,0.0182,0.0063
24.967,22.1725,0.448,0.021884,0.019,0.00675
24.977,22.1825,0.43,0.023588,0.0198,0.00725
24.987,22.1925,0.404,0.025716,0.0206,0.00779
24.997,22.2025,0.376,0.028256,0.0214,0.00832
25.007,22.2125,0.344,0.030998,0.0222,0.00883
25.017,22.2225,0.312,0.03394,0.0228,0.00928
25.027,22.2325,0.28,0.03686,0.0233,0.00965
25.037,22.2425,0.25,0.03976,0.0236,0.00989
25.047,22.2525,0.224,0.04242,0.0236,0.00999
25.057,22.2625,0.2,0.04486,0.0234,0.00995
25.067,22.2725,0.1812,0.04686,0.0229,0.00975
25.077,22.2825,0.1664,0.04824,0.0221,0.00941
25.087,22.2925,0.1562,0.04938,0.0211,0.00894
25.097,22.3025,0.1508,0.04992,0.0199,0.00838
25.107,22.3125,0.1498,0.04984,0.0185,0.00774
25.117,22.3225,0.1532,0.04916,0.0169,0.00707
25.127,22.3325,0.1604,0.04828,0.0154,0.0064
25.137,22.3425,0.1708,0.04682,0.0139,0.00575
25.147,22.3525,0.1836,0.045182,0.0124,0.00515
25.157,22.3625,0.1978,0.043168,0.011,0.00462
25.167,22.3725,0.212,0.041182,0.00977,0.00417
25.177,22.3825,0.226,0.03942,0.00868,0.00381
25.187,22.3925,0.238,0.0379,0.00775,0.00354
